,entity_class,start_pos,end_pos,content
0,FJ,40,45,九味羌活汤
1,ZZ,48,52,寒热头痛
2,ZZ,29,33,发热头痛
3,ZZ,184,188,发热头痛
4,FY,113,116,元明粉
5,FY,144,147,元明粉
6,FY,161,164,元明粉
7,FJ,72,75,柴平汤
8,FJ,124,127,温中汤
9,FJ,155,158,温中汤
10,FJ,42,45,羌活汤
11,FJ,103,106,羌活汤
12,FY,42,44,羌活
13,FY,103,105,羌活
14,FY,220,222,减半
15,ZH,10,12,风寒
16,ZH,94,96,风寒
17,ZZ,31,33,头痛
18,ZZ,50,52,头痛
19,ZZ,186,188,头痛
20,ZZ,203,205,腹痛
21,ZZ,241,243,腹痛
22,ZZ,29,31,发热
23,ZZ,184,186,发热
24,ZZ,200,202,汗出
25,ZH,32,33,痛
26,ZH,51,52,痛
27,ZH,187,188,痛
28,ZH,204,205,痛
29,ZH,219,220,痛
30,ZH,242,243,痛
31,ZH,263,264,痛
32,ZH,10,11,风
33,ZH,94,95,风
34,ZH,30,31,热
35,ZH,49,50,热
36,ZH,185,186,热
