,entity_class,start_pos,end_pos,content
0,ZH,5,9,脾肾阳虚
1,ZH,118,122,脾肾阳虚
2,ZF,5,9,脾肾阳虚
3,ZF,118,122,脾肾阳虚
4,ZZ,47,51,畏寒肢冷
5,ZZ,52,56,小便清长
6,FY,207,210,制附子
7,FY,171,174,鹿角胶
8,FY,179,182,菟丝子
9,FY,156,159,山萸肉
10,FY,163,166,枸杞子
11,FJ,171,174,鹿角胶
12,FJ,136,139,右归饮
13,ZH,5,8,脾肾阳
14,ZH,118,121,脾肾阳
15,ZH,103,106,先天不
16,MX,66,69,脉沉细
17,MX,88,91,脉沉细
18,SX,62,65,舌质淡
19,SX,84,87,舌质淡
20,ZZ,57,60,大便溏
21,FY,208,210,附子
22,FY,156,158,山萸
23,FY,149,151,山药
24,FY,157,159,萸肉
25,FY,171,173,鹿角
26,FY,163,165,枸杞
27,FY,187,189,杜仲
28,FY,201,203,肉桂
29,FY,214,216,柴胡
30,FY,179,181,菟丝
31,FY,164,166,杞子
32,FY,142,144,熟地
33,FY,207,209,制附
34,FY,194,196,当归
35,ZZ,58,60,便溏
36,ZZ,49,51,肢冷
37,FY,202,203,桂
38,FY,179,180,菟
39,ZH,7,8,阳
40,ZH,109,110,阳
41,ZH,116,117,阳
42,ZH,120,121,阳
43,ZH,50,51,冷
44,ZH,8,9,虚
45,ZH,110,111,虚
46,ZH,121,122,虚
