,entity_class,start_pos,end_pos,content
0,FY,162,166,生怀山药
1,FY,338,342,生怀山药
2,ZZ,33,37,头目眩晕
3,ZZ,87,91,小便赤涩
4,FY,186,189,生麦芽
5,FY,364,367,生麦芽
6,FY,425,428,生麦芽
7,FY,180,183,净萸肉
8,FY,352,355,净萸肉
9,FY,421,424,山萸肉
10,FY,174,177,生杭芍
11,FY,358,361,生杭芍
12,FY,163,166,怀山药
13,FY,339,342,怀山药
14,FJ,417,420,清燥汤
15,FY,347,349,地黄
16,FY,192,194,甘草
17,FY,370,372,甘草
18,FY,187,189,麦芽
19,FY,365,367,麦芽
20,FY,426,428,麦芽
21,FY,421,423,山萸
22,FY,164,166,山药
23,FY,340,342,山药
24,FY,181,183,萸肉
25,FY,353,355,萸肉
26,FY,422,424,萸肉
27,FY,169,171,滑石
28,FY,175,177,杭芍
29,FY,359,361,杭芍
30,ZZ,0,2,泄泻
31,ZZ,3,5,泄泻
32,ZZ,8,10,泄泻
33,ZZ,46,48,泄泻
34,ZZ,54,56,泄泻
35,ZZ,124,126,泄泻
36,ZZ,214,216,泄泻
37,ZZ,251,253,泄泻
38,ZZ,287,289,泄泻
39,ZZ,34,36,目眩
40,ZZ,250,252,便泄
41,ZZ,35,37,眩晕
42,ZZ,29,31,发热
43,ZZ,70,72,发热
44,ZZ,91,93,发热
45,ZZ,229,231,发热
46,ZZ,311,313,发热
47,FY,187,188,麦
48,FY,365,366,麦
49,FY,426,427,麦
50,ZH,15,16,暑
51,ZH,23,24,暑
52,ZH,145,146,暑
53,ZH,218,219,暑
54,ZH,284,285,暑
55,ZH,222,223,阳
56,ZH,438,439,阳
57,ZH,416,417,阴
58,ZH,7,8,热
59,ZH,16,17,热
60,ZH,30,31,热
61,ZH,71,72,热
62,ZH,92,93,热
63,ZH,213,214,热
64,ZH,219,220,热
65,ZH,230,231,热
66,ZH,312,313,热
67,ZH,435,436,热
68,ZH,445,446,热
