,entity_class,start_pos,end_pos,content
0,FJ,178,184,复方大承气汤
1,FJ,180,184,大承气汤
2,ZH,82,86,腑气不通
3,ZH,146,150,腑气不通
4,ZF,168,172,行气活血
5,ZZ,37,41,恶心呕吐
6,ZZ,77,81,恶心呕吐
7,FY,212,215,莱菔子
8,ZH,141,144,气血不
9,MX,50,53,脉滑数
10,SX,42,45,舌质红
11,FY,205,207,大黄
12,FY,198,200,厚朴
13,FY,220,222,枳壳
14,FY,227,229,桃仁
15,FY,99,101,蛔虫
16,FY,104,106,蛔虫
17,FY,124,126,蛔虫
18,FY,233,235,赤芍
19,FY,185,187,芒硝
20,ZH,141,143,气血
21,ZF,170,172,活血
22,ZF,168,170,行气
23,MX,50,52,脉滑
24,SX,46,48,苔黄
25,ZZ,39,41,呕吐
26,ZZ,79,81,呕吐
27,ZZ,12,14,腹胀
28,ZZ,37,39,恶心
29,ZZ,77,79,恶心
30,ZH,14,15,痛
31,ZH,67,68,痛
