,entity_class,start_pos,end_pos,content
0,ZH,186,190,痰火扰心
1,ZH,176,180,脾虚肝郁
2,ZZ,64,68,胸闷气短
3,ZZ,14,18,急躁易怒
4,ZZ,116,120,急躁易怒
5,FY,290,293,胆南星
6,FY,283,286,莲子心
7,FY,297,300,生龙骨
8,FJ,211,214,豁痰汤
9,ZH,3,6,脾虚肝
10,ZH,176,179,脾虚肝
11,ZH,181,184,气滞湿
12,ZH,186,189,痰火扰
13,FY,311,313,甘草
14,FY,291,293,南星
15,FY,271,273,菖蒲
16,FY,298,300,龙骨
17,FY,240,242,香附
18,FY,234,236,半夏
19,FY,246,248,枳壳
20,FY,264,266,郁金
21,FY,221,223,茯苓
22,FY,228,230,橘红
23,FY,283,285,莲子
24,FY,215,217,白术
25,FY,277,279,栀子
26,FY,258,260,乌药
27,FY,305,307,琥珀
28,ZH,181,183,气滞
29,MX,95,97,脉弦
30,SX,129,131,苔腻
31,ZZ,66,68,气短
32,ZZ,16,18,易怒
33,ZZ,118,120,易怒
34,ZZ,64,66,胸闷
35,ZZ,71,73,乏力
36,ZZ,53,55,头晕
37,ZZ,42,44,失眠
38,ZZ,124,126,多梦
39,ZZ,121,123,健忘
40,ZH,82,83,痛
41,ZH,4,5,虚
42,ZH,146,147,虚
43,ZH,162,163,虚
44,ZH,177,178,虚
