,entity_class,start_pos,end_pos,content
0,FY,235,239,炒菜菔子
1,FJ,203,207,大承气汤
2,SX,87,91,苔黄而燥
3,SX,138,142,苔黄而燥
4,ZZ,70,74,神昏谵语
5,ZZ,22,26,躁扰不宁
6,ZZ,27,31,大便燥结
7,ZZ,120,124,大便燥结
8,FY,244,247,玄明粉
9,FY,236,239,菜菔子
10,MX,97,100,脉弦滑
11,SX,80,83,舌质红
12,FY,210,212,大黄
13,FY,228,230,厚朴
14,FY,236,238,菜菔
15,FY,221,223,枳实
16,MX,97,99,脉弦
17,SX,87,89,苔黄
18,SX,138,140,苔黄
19,ZZ,35,37,呕吐
20,ZZ,39,41,呕吐
21,ZZ,126,128,呕吐
22,ZZ,60,62,溲黄
23,ZZ,130,132,溲黄
24,ZZ,12,14,腹痛
25,ZZ,111,113,腹痛
26,ZZ,19,21,拒按
27,ZZ,117,119,拒按
28,ZZ,70,72,神昏
29,ZZ,65,67,尿闭
30,ZZ,135,137,尿闭
31,ZH,13,14,痛
32,ZH,18,19,痛
33,ZH,112,113,痛
34,ZH,114,115,痛
35,ZH,116,117,痛
36,ZH,78,79,冷
37,ZH,4,5,热
38,ZH,42,43,热
39,ZH,48,49,热
40,ZH,162,163,热
41,ZH,170,171,热
42,ZH,176,177,热
43,ZH,199,200,热
