,entity_class,start_pos,end_pos,content
0,FJ,336,341,参苓白术散
1,ZH,232,236,脾虚不运
2,ZH,246,250,积滞内停
3,ZH,299,303,脾胃虚弱
4,ZF,326,330,益气健脾
5,MX,105,109,脉细无力
6,MX,265,269,脉细无力
7,ZZ,34,38,精神不振
8,ZZ,45,49,烦躁不安
9,ZZ,12,16,面黄无华
10,ZZ,17,21,形体消瘦
11,ZZ,132,136,形体消瘦
12,FY,381,384,薏苡仁
13,FY,388,391,鸡内金
14,FY,368,371,莲子肉
15,FJ,338,341,白术散
16,ZH,3,6,脾虚气
17,ZH,142,145,脾虚气
18,ZH,232,235,脾虚不
19,ZH,299,302,脾胃虚
20,SX,92,95,舌质淡
21,FY,27,29,头发
22,FY,125,127,头发
23,FY,149,151,头发
24,FY,407,409,灯芯
25,FY,362,364,陈皮
26,FY,62,64,大青
27,FY,344,346,党参
28,FY,381,383,薏苡
29,FY,356,358,茯苓
30,FY,395,397,木香
31,FY,368,370,莲子
32,FY,338,340,白术
33,FY,350,352,白术
34,FY,401,403,栀子
35,FY,382,384,苡仁
36,FY,375,377,砂仁
37,ZF,333,335,清热
38,MX,105,107,脉细
39,MX,265,267,脉细
40,SX,97,99,苔黄
41,ZZ,306,308,乏力
42,ZZ,12,14,面黄
43,ZZ,19,21,消瘦
44,ZZ,134,136,消瘦
45,ZZ,164,166,消瘦
46,ZZ,51,53,腹胀
47,ZZ,258,260,腹胀
48,ZZ,22,24,纳呆
49,ZZ,45,47,烦躁
50,ZZ,41,43,嗜睡
51,ZZ,24,26,食少
52,FY,415,416,蟾
53,FY,388,389,鸡
54,ZH,0,1,疳
55,ZH,199,200,疳
56,ZH,212,213,疳
57,ZH,317,318,热
58,ZH,334,335,热
59,ZH,4,5,虚
60,ZH,143,144,虚
61,ZH,209,210,虚
62,ZH,214,215,虚
63,ZH,233,234,虚
64,ZH,238,239,虚
65,ZH,271,272,虚
66,ZH,276,277,虚
67,ZH,301,302,虚
68,ZH,319,320,虚
