,entity_class,start_pos,end_pos,content
0,FJ,155,160,瓜蒌牛蒡汤
1,ZH,136,140,蕴结化热
2,SX,65,69,舌苔薄黄
3,ZZ,52,56,骨节酸痛
4,ZZ,47,51,恶寒发热
5,ZZ,98,102,恶寒发热
6,FY,199,202,生栀子
7,FY,177,180,天花粉
8,FY,161,164,全瓜蒌
9,FY,215,218,金银花
10,FY,207,210,皂角刺
11,FY,169,172,牛蒡子
12,FJ,150,153,通乳散
13,FJ,157,160,牛蒡汤
14,MX,70,73,脉浮数
15,MX,103,106,脉浮数
16,SX,66,69,苔薄黄
17,FY,207,209,皂角
18,FY,243,245,甘草
19,FY,215,217,金银
20,FY,192,194,陈皮
21,FY,216,218,银花
22,FY,178,180,花粉
23,FY,185,187,黄芩
24,FY,223,225,青皮
25,FY,177,179,天花
26,FY,157,159,牛蒡
27,FY,169,171,牛蒡
28,FY,208,210,角刺
29,FY,155,157,瓜蒌
30,FY,162,164,瓜蒌
31,FY,229,231,柴胡
32,FY,199,201,生栀
33,FY,200,202,栀子
34,FY,170,172,蒡子
35,FY,236,238,连翘
36,MX,70,72,脉浮
37,MX,103,105,脉浮
38,SX,66,68,苔薄
39,ZZ,47,49,恶寒
40,ZZ,98,100,恶寒
41,ZZ,57,59,胸闷
42,ZZ,20,22,肿胀
43,ZZ,81,83,肿胀
44,ZZ,59,61,纳差
45,ZZ,49,51,发热
46,ZZ,100,102,发热
47,ZZ,62,64,口渴
48,FY,186,187,芩
49,ZH,23,24,痛
50,ZH,55,56,痛
51,ZH,84,85,痛
52,ZH,6,7,热
53,ZH,50,51,热
54,ZH,101,102,热
55,ZH,124,125,热
56,ZH,139,140,热
