,entity_class,start_pos,end_pos,content
0,FY,236,239,白芥子
1,FY,240,243,萝卜子
2,FJ,46,49,连翘汤
3,FJ,311,314,灯心汤
4,FJ,52,55,丁香散
5,ZH,6,9,津亏热
6,ZH,284,287,津亏热
7,FY,230,232,甘草
8,FY,240,242,萝卜
9,FY,244,246,射干
10,FY,311,313,灯心
11,FY,241,243,卜子
12,FY,52,54,丁香
13,FY,274,276,绿豆
14,FY,225,227,滑石
15,FY,236,238,白芥
16,FY,254,256,辰砂
17,FY,260,262,竹茹
18,FY,237,239,芥子
19,FY,46,48,连翘
20,FY,247,249,连翘
21,ZH,102,104,气郁
22,ZZ,78,80,气促
23,FY,221,222,桂
24,FY,261,262,茹
25,ZH,8,9,热
26,ZH,37,38,热
27,ZH,125,126,热
28,ZH,286,287,热
29,ZH,245,246,干
