,entity_class,start_pos,end_pos,content
0,FJ,447,452,参苓白术散
1,FJ,334,339,真人养脏汤
2,ZZ,65,70,口干不欲饮
3,ZH,327,331,脾肾阳虚
4,ZF,327,331,脾肾阳虚
5,ZZ,51,55,小腹坠胀
6,ZZ,354,358,小腹坠胀
7,ZZ,250,254,面色淡黄
8,FY,209,212,炒黄连
9,FY,174,177,生黄芪
10,FJ,336,339,养脏汤
11,FJ,104,107,升陷汤
12,FJ,386,389,升陷汤
13,FJ,449,452,白术散
14,ZH,327,330,脾肾阳
15,ZH,147,150,脾虚泻
16,FY,181,183,知母
17,FY,198,200,桔梗
18,FY,203,205,米壳
19,FY,210,212,黄连
20,FY,175,177,黄芪
21,FY,192,194,柴胡
22,FY,449,451,白术
23,FY,187,189,升麻
24,MX,309,311,脉弱
25,SX,364,366,舌红
26,SX,319,321,无苔
27,SX,368,370,无苔
28,ZZ,122,124,气短
29,ZZ,0,2,泄泻
30,ZZ,3,5,泄泻
31,ZZ,247,249,泄泻
32,ZZ,22,24,腹胀
33,ZZ,273,275,压痛
34,ZZ,364,366,舌红
35,ZZ,65,67,口干
36,ZZ,62,64,食少
37,ZZ,19,21,腹泻
38,ZZ,83,85,腹泻
39,ZZ,144,146,腹泻
40,ZZ,349,351,腹泻
41,ZZ,406,408,腹泻
42,FY,203,204,米
43,FY,188,189,麻
44,ZH,274,275,痛
45,ZH,329,330,阳
46,ZH,148,149,虚
47,ZH,246,247,虚
48,ZH,330,331,虚
49,ZH,66,67,干
