,entity_class,start_pos,end_pos,content
0,ZH,21,25,肝脾不和
1,ZZ,324,328,脘腹胀痛
2,FY,799,802,西洋参
3,FY,252,255,炒白术
4,FY,610,613,炒白术
5,FY,495,498,台乌药
6,FY,785,788,三七粉
7,FY,617,620,赤白芍
8,FY,636,639,生地黄
9,FY,597,600,太子参
10,FY,631,634,生黄芪
11,FY,271,274,乌贼骨
12,FJ,223,226,逍遥散
13,ZH,16,19,气虚血
14,MX,393,396,脉沉细
15,SX,386,389,苔淡黄
16,SX,460,463,苔淡黄
17,SX,382,385,舌淡红
18,SX,456,459,舌淡红
19,FY,637,639,地黄
20,FY,290,292,甘草
21,FY,666,668,甘草
22,FY,278,280,白及
23,FY,271,273,乌贼
24,FY,490,492,厚朴
25,FY,636,638,生地
26,FY,259,261,黄芩
27,FY,660,662,香附
28,FY,785,787,三七
29,FY,643,645,麦冬
30,FY,495,497,台乌
31,FY,240,242,白芍
32,FY,618,620,白芍
33,FY,246,248,茯苓
34,FY,649,651,茯苓
35,FY,800,802,洋参
36,FY,632,634,黄芪
37,FY,229,231,柴胡
38,FY,253,255,白术
39,FY,611,613,白术
40,FY,32,34,柏油
41,FY,53,55,柏油
42,FY,355,357,柏油
43,FY,496,498,乌药
44,FY,265,267,川连
45,FY,625,627,川连
46,FY,792,794,川连
47,FY,284,286,元胡
48,FY,655,657,元胡
49,FY,234,236,当归
50,FY,604,606,当归
51,ZF,139,141,清热
52,ZF,163,165,活血
53,ZF,185,187,活血
54,ZF,774,776,活血
55,MX,465,467,脉滑
56,MX,569,571,脉滑
57,MX,765,767,脉滑
58,SX,563,565,苔少
59,SX,761,763,苔少
60,SX,382,384,舌淡
61,SX,456,458,舌淡
62,ZZ,337,339,乏力
63,ZZ,325,327,腹胀
64,ZZ,443,445,腹胀
65,ZZ,318,320,灼热
66,ZZ,334,336,恶心
67,ZZ,535,537,恶心
68,ZZ,379,381,头晕
69,ZZ,329,331,纳呆
70,ZZ,49,51,腹痛
71,ZZ,436,438,腹痛
72,ZZ,528,530,腹痛
73,ZZ,340,342,疼痛
74,ZZ,4,6,出血
75,ZZ,11,13,出血
76,ZZ,73,75,出血
77,ZZ,129,131,出血
78,ZZ,736,738,出血
79,ZZ,835,837,出血
80,FY,643,644,麦
81,FY,260,261,芩
82,FY,33,34,油
83,FY,54,55,油
84,FY,356,357,油
85,ZH,30,31,痛
86,ZH,50,51,痛
87,ZH,327,328,痛
88,ZH,341,342,痛
89,ZH,400,401,痛
90,ZH,437,438,痛
91,ZH,529,530,痛
92,ZH,153,154,阴
93,ZH,162,163,阴
94,ZH,592,593,阴
95,ZH,140,141,热
96,ZH,319,320,热
97,ZH,19,20,瘀
98,ZH,219,220,瘀
99,ZH,17,18,虚
