,entity_class,start_pos,end_pos,content
0,FJ,120,124,痛泄要方
1,FY,315,318,五味子
2,FY,322,325,炙黄芪
3,FY,279,282,炒白术
4,FY,286,289,炒白芍
5,ZH,10,13,肝郁脾
6,SX,386,389,苔薄腻
7,SX,382,385,舌淡红
8,FY,290,292,陈皮
9,FY,169,171,乌梅
10,FY,148,150,桔梗
11,FY,306,308,桔梗
12,FY,287,289,白芍
13,FY,176,178,黄芪
14,FY,323,325,黄芪
15,FY,293,295,防风
16,FY,280,282,白术
17,FY,141,143,乌药
18,FY,296,298,乌药
19,FY,158,160,升麻
20,FY,309,311,升麻
21,FY,312,314,吴萸
22,FY,138,140,元胡
23,FY,299,301,元胡
24,FY,166,168,五味
25,FY,315,317,五味
26,MX,114,116,脉弦
27,MX,390,392,脉弦
28,SX,382,384,舌淡
29,SX,386,388,苔薄
30,ZZ,352,354,泄泻
31,ZZ,398,400,泄泻
32,ZZ,17,19,腹痛
33,ZZ,106,108,腹痛
34,ZZ,362,364,腹痛
35,ZZ,417,419,腹痛
36,ZZ,351,353,便泄
37,ZZ,19,21,腹泻
38,ZZ,419,421,腹泻
39,FY,170,171,梅
40,FY,159,160,麻
41,FY,310,311,麻
42,FY,155,156,油
43,ZH,18,19,痛
44,ZH,107,108,痛
45,ZH,120,121,痛
46,ZH,146,147,痛
47,ZH,363,364,痛
48,ZH,418,419,痛
49,ZH,162,163,阳
50,ZH,294,295,风
51,ZH,13,14,虚
