,entity_class,start_pos,end_pos,content
0,FY,405,410,白花蛇舌草
1,ZH,193,197,肝气郁结
2,ZH,17,21,肝胃不和
3,ZH,261,265,肝胃不和
4,ZF,283,287,疏肝理气
5,SX,509,513,苔薄黄腻
6,SX,508,512,舌苔薄黄
7,ZZ,47,51,吞咽困难
8,ZZ,456,460,吞咽困难
9,ZZ,24,28,性情急躁
10,ZZ,178,182,性情急躁
11,FY,401,404,半枝莲
12,FY,415,418,蒲公英
13,FY,405,408,白花蛇
14,FY,310,313,仙鹤草
15,FY,644,647,仙鹤草
16,FY,299,302,旋复花
17,FY,381,384,旋复花
18,FY,291,294,夏枯草
19,FY,411,414,夏枯草
20,FY,306,309,威灵仙
21,FY,651,654,威灵仙
22,FJ,294,297,调肝散
23,FJ,369,372,四逆散
24,ZH,17,20,肝胃不
25,ZH,261,264,肝胃不
26,ZH,193,196,肝气郁
27,MX,514,517,脉弦数
28,SX,509,512,苔薄黄
29,FY,423,425,甘草
30,FY,288,290,浙贝
31,FY,378,380,浙贝
32,FY,392,394,枳壳
33,FY,398,400,郁金
34,FY,405,407,白花
35,FY,307,309,灵仙
36,FY,652,654,灵仙
37,FY,395,397,白芍
38,FY,375,377,柴胡
39,FY,385,387,栀子
40,FY,300,302,复花
41,FY,382,384,复花
42,ZH,194,196,气郁
43,MX,514,516,脉弦
44,SX,509,511,苔薄
45,ZZ,63,65,纳差
46,ZZ,563,565,呃逆
47,ZH,482,483,痛
48,ZH,165,166,阳
49,ZH,256,257,阳
50,ZH,159,160,阴
51,ZH,166,167,阴
52,ZH,253,254,阴
53,ZH,163,164,干
54,ZH,527,528,干
