,entity_class,start_pos,end_pos,content
0,FJ,365,369,大承气汤
1,FJ,410,414,大承气汤
2,ZZ,330,334,口渴欲饮
3,ZZ,514,518,口渴欲饮
4,FJ,652,655,养胃汤
5,ZH,234,237,胃气上
6,SX,319,322,舌质红
7,SX,489,492,舌质红
8,SX,633,636,舌质红
9,SX,637,640,苔薄黄
10,FY,433,435,大黄
11,FY,445,447,厚朴
12,FY,370,372,生地
13,FY,450,452,生地
14,FY,79,81,丁香
15,FY,373,375,麦冬
16,FY,456,458,麦冬
17,FY,76,78,干姜
18,FY,73,75,人参
19,FY,427,429,枳实
20,FY,415,417,芒硝
21,SX,325,327,苔黄
22,SX,495,497,苔黄
23,SX,503,505,苔黄
24,SX,637,639,苔薄
25,ZZ,0,2,呃逆
26,ZZ,3,5,呃逆
27,ZZ,37,39,呃逆
28,ZZ,99,101,呃逆
29,ZZ,113,115,呃逆
30,ZZ,163,165,呃逆
31,ZZ,231,233,呃逆
32,ZZ,394,396,呃逆
33,ZZ,596,598,呃逆
34,ZZ,609,611,呃逆
35,ZZ,337,339,量少
36,ZZ,521,523,量少
37,ZZ,330,332,口渴
38,ZZ,514,516,口渴
39,ZZ,617,619,口渴
40,FY,373,374,麦
41,FY,456,457,麦
42,FY,77,78,姜
43,ZH,118,119,痛
44,ZH,226,227,痛
45,ZH,6,7,阳
46,ZH,357,358,阳
47,ZH,384,385,阴
48,ZH,406,407,阴
49,ZH,22,23,冷
50,ZH,284,285,冷
51,ZH,9,10,热
52,ZH,249,250,热
53,ZH,360,361,热
54,ZH,379,380,热
55,ZH,401,402,热
56,ZH,378,379,瘀
57,ZH,400,401,瘀
58,ZH,253,254,虚
59,ZH,76,77,干
60,ZH,588,589,干
