,entity_class,start_pos,end_pos,content
0,FJ,360,364,金铃子散
1,FJ,490,494,金铃子散
2,ZH,167,171,肝郁化火
3,ZH,144,148,脾胃虚弱
4,MX,135,139,脉沉细数
5,MX,586,590,脉沉细数
6,SX,577,581,舌苔薄白
7,SX,736,740,舌苔薄白
8,ZZ,122,126,大便干燥
9,ZZ,149,153,饮食减少
10,ZZ,77,81,面色萎黄
11,ZZ,107,111,不思饮食
12,FY,670,673,炒山药
13,FY,812,815,炒山药
14,FY,684,687,焦山楂
15,FY,498,501,北沙参
16,FY,360,363,金铃子
17,FY,490,493,金铃子
18,FY,371,374,炒山栀
19,FY,375,378,生甘草
20,FY,838,841,生甘草
21,FY,761,764,青陈皮
22,FY,539,542,川楝子
23,FY,756,759,川楝子
24,FY,799,802,海螵蛸
25,FY,768,771,炒谷芽
26,FY,831,834,炒谷芽
27,FJ,203,206,一贯煎
28,FJ,197,200,养胃汤
29,FJ,356,359,养胃汤
30,FJ,486,489,养胃汤
31,ZH,161,164,阴液亏
32,ZH,572,575,脾胃阴
33,ZH,6,9,肝胃气
34,ZH,343,346,肝胃气
35,ZH,144,147,脾胃虚
36,ZH,167,170,肝郁化
37,MX,135,138,脉沉细
38,MX,586,589,脉沉细
39,MX,747,750,脉沉细
40,SX,582,585,舌质红
41,SX,578,581,苔薄白
42,SX,737,740,苔薄白
43,ZZ,63,66,大便干
44,ZZ,122,125,大便干
45,ZZ,73,76,小便黄
46,FY,539,541,川楝
47,FY,756,758,川楝
48,FY,376,378,甘草
49,FY,547,549,甘草
50,FY,839,841,甘草
51,FY,360,362,金铃
52,FY,490,492,金铃
53,FY,762,764,陈皮
54,FY,819,821,陈皮
55,FY,793,795,浙贝
56,FY,395,397,山药
57,FY,671,673,山药
58,FY,813,815,山药
59,FY,516,518,麦冬
60,FY,787,789,麦冬
61,FY,372,374,山栀
62,FY,365,367,白芍
63,FY,526,528,白芍
64,FY,825,827,白芍
65,FY,253,255,烦渴
66,FY,402,404,焦楂
67,FY,499,501,沙参
68,FY,505,507,扁豆
69,FY,685,687,山楂
70,FY,511,513,玉竹
71,FY,781,783,玉竹
72,FY,531,533,元胡
73,FY,666,668,元胡
74,FY,769,771,谷芽
75,FY,832,834,谷芽
76,FY,368,370,麻仁
77,FY,521,523,麻仁
78,FY,663,665,麻仁
79,FY,806,808,连翘
80,FY,800,802,螵蛸
81,SX,649,651,苔少
82,SX,129,131,少津
83,SX,578,580,苔薄
84,SX,737,739,苔薄
85,ZZ,85,87,消瘦
86,ZZ,64,66,便干
87,ZZ,123,125,便干
88,ZZ,643,645,纳呆
89,ZZ,124,126,干燥
90,ZZ,50,52,口干
91,ZZ,97,99,口干
92,ZZ,248,250,口干
93,ZZ,42,44,喜按
94,ZZ,47,49,纳少
95,ZZ,253,255,烦渴
96,FY,516,517,麦
97,FY,787,788,麦
98,FY,851,852,蜜
99,FY,368,369,麻
100,FY,521,522,麻
101,FY,663,664,麻
102,ZH,1,2,痛
103,ZH,4,5,痛
104,ZH,9,10,痛
105,ZH,40,41,痛
106,ZH,61,62,痛
107,ZH,94,95,痛
108,ZH,240,241,痛
109,ZH,346,347,痛
110,ZH,436,437,痛
111,ZH,630,631,痛
112,ZH,641,642,痛
113,ZH,14,15,阴
114,ZH,89,90,阴
115,ZH,161,162,阴
116,ZH,177,178,阴
117,ZH,187,188,阴
118,ZH,215,216,阴
119,ZH,234,235,阴
120,ZH,315,316,阴
121,ZH,337,338,阴
122,ZH,351,352,阴
123,ZH,384,385,阴
124,ZH,407,408,阴
125,ZH,432,433,阴
126,ZH,443,444,阴
127,ZH,480,481,阴
128,ZH,574,575,阴
129,ZH,12,13,热
130,ZH,349,350,热
131,ZH,90,91,虚
132,ZH,146,147,虚
133,ZH,216,217,虚
134,ZH,235,236,虚
135,ZH,242,243,虚
136,ZH,433,434,虚
137,ZH,575,576,虚
138,ZH,51,52,干
139,ZH,65,66,干
140,ZH,98,99,干
141,ZH,119,120,干
142,ZH,124,125,干
143,ZH,249,250,干
