,entity_class,start_pos,end_pos,content
0,FY,286,290,六君子汤
1,FJ,286,290,六君子汤
2,ZH,234,238,外感风寒
3,ZH,251,255,升降失常
4,ZH,223,227,脾胃虚弱
5,ZF,276,280,补气健脾
6,ZZ,64,68,神疲乏力
7,ZZ,38,42,手足抽搐
8,ZZ,198,202,形体肥胖
9,ZZ,33,37,不省人事
10,ZZ,132,136,大便溏薄
11,ZZ,69,73,面色不华
12,ZZ,203,207,面色不华
13,FY,312,315,炙甘草
14,ZH,234,237,外感风
15,ZH,210,213,脾虚湿
16,ZH,228,231,痰浊内
17,ZH,223,226,脾胃虚
18,ZH,263,266,风痰上
19,ZH,3,6,脾虚痰
20,SX,74,77,舌质淡
21,ZZ,132,135,大便溏
22,FY,313,315,甘草
23,FY,325,327,陈皮
24,FY,337,339,菖蒲
25,FY,331,333,附子
26,FY,300,302,茯芩
27,FY,319,321,半夏
28,FY,293,295,人参
29,FY,306,308,白术
30,ZH,236,238,风寒
31,MX,83,85,脉濡
32,SX,78,80,苔白
33,ZZ,133,135,便溏
34,ZZ,40,42,抽搐
35,ZZ,25,27,胸闷
36,ZZ,107,109,胸闷
37,ZZ,19,21,头昏
38,ZZ,101,103,头昏
39,ZZ,66,68,乏力
40,ZZ,64,66,神疲
41,ZZ,22,24,眩晕
42,ZZ,104,106,眩晕
43,ZZ,129,131,纳差
44,ZZ,127,129,食少
45,FY,301,302,芩
46,ZH,236,237,风
47,ZH,263,264,风
48,ZH,4,5,虚
49,ZH,138,139,虚
50,ZH,211,212,虚
51,ZH,225,226,虚
