,entity_class,start_pos,end_pos,content
0,FJ,257,262,桃红四物汤
1,ZH,121,125,血瘀气滞
2,ZH,230,234,血瘀气滞
3,ZF,274,278,活血化瘀
4,ZF,321,325,活血化瘀
5,ZZ,126,130,右下腹痛
6,FY,259,262,四物汤
7,FJ,326,329,行气散
8,FJ,259,262,四物汤
9,ZH,121,124,血瘀气
10,ZH,230,233,血瘀气
11,SX,221,224,苔薄白
12,SX,427,430,苔薄白
13,ZZ,127,130,下腹痛
14,FY,263,265,地黄
15,FY,257,259,桃红
16,FY,288,290,炮姜
17,FY,384,386,炮姜
18,FY,499,501,炮姜
19,FY,282,284,木香
20,FY,369,371,木香
21,FY,347,349,桃仁
22,FY,279,281,乌药
23,FY,363,365,乌药
24,FY,335,337,川芎
25,FY,341,343,红花
26,FY,266,268,赤芍
27,FY,285,287,附片
28,FY,374,376,附片
29,FY,495,497,附片
30,FY,270,272,丹参
31,FY,357,359,丹参
32,ZH,8,10,气滞
33,ZH,123,125,气滞
34,ZH,232,234,气滞
35,ZH,6,8,血疲
36,ZF,241,243,活血
37,ZF,274,276,活血
38,ZF,302,304,活血
39,ZF,321,323,活血
40,ZF,243,245,行气
41,ZF,326,328,行气
42,SX,221,223,苔薄
43,SX,427,429,苔薄
44,ZZ,0,2,腹痛
45,ZZ,3,5,腹痛
46,ZZ,40,42,腹痛
47,ZZ,128,130,腹痛
48,ZZ,416,418,腹痛
49,ZZ,488,490,腹痛
50,ZZ,522,524,腹痛
51,ZZ,186,188,疼痛
52,FY,336,337,芎
53,FY,289,290,姜
54,FY,385,386,姜
55,FY,500,501,姜
56,ZH,1,2,痛
57,ZH,4,5,痛
58,ZH,41,42,痛
59,ZH,74,75,痛
60,ZH,129,130,痛
61,ZH,187,188,痛
62,ZH,192,193,痛
63,ZH,249,250,痛
64,ZH,331,332,痛
65,ZH,417,418,痛
66,ZH,489,490,痛
67,ZH,523,524,痛
68,ZH,162,163,阳
69,ZH,85,86,阴
70,ZH,91,92,阴
71,ZH,183,184,阴
72,ZH,205,206,阴
73,ZH,406,407,冷
74,ZH,122,123,瘀
75,ZH,140,141,瘀
76,ZH,231,232,瘀
77,ZH,277,278,瘀
78,ZH,324,325,瘀
79,ZH,414,415,瘀
80,ZH,160,161,虚
