,entity_class,start_pos,end_pos,content
0,FJ,110,115,参苓白术散
1,ZH,73,77,阻滞气机
2,ZF,98,102,健脾除湿
3,FY,168,171,薏苡仁
4,FY,137,140,炙甘草
5,FY,130,133,白茯苓
6,FY,175,178,缩砂仁
7,FY,152,155,白扁豆
8,FY,161,164,莲子肉
9,FY,202,205,谷精草
10,FJ,112,115,白术散
11,ZH,5,8,脾虚湿
12,ZZ,19,22,大便溏
13,FY,138,140,甘草
14,FY,188,190,猪肝
15,FY,146,148,山药
16,FY,182,184,桔梗
17,FY,168,170,薏苡
18,FY,131,133,茯苓
19,FY,130,132,白茯
20,FY,161,163,莲子
21,FY,118,120,人参
22,FY,112,114,白术
23,FY,124,126,白术
24,FY,153,155,扁豆
25,FY,169,171,苡仁
26,FY,175,177,缩砂
27,FY,194,196,蝉蜕
28,FY,176,178,砂仁
29,SX,34,36,舌淡
30,SX,37,39,苔腻
31,ZZ,20,22,便溏
32,ZZ,16,18,纳呆
33,ZZ,14,16,食少
34,ZH,0,1,疳
35,ZH,57,58,疳
36,ZH,104,105,疳
37,ZH,6,7,虚
