"10720","气阴两虚证"
"10986","毒壅上焦证"
"11311","阴虚血热证"
"11283","血热动血证"
"10763","热毒炽盛证"
"10846","阴虚血热证"
"11189","脾虚气滞证"
"10765","脾胃阳虚证"
"11585","邪毒炽盛证"
"11258","暑兼寒湿证"
"11421","暑兼寒湿证"
"10655","胃寒证"
"11282","气虚外感证"
"11411","脾气下陷证"
"11417","气血两虚证"
"10976","阴虚内热证"
"11415","脾胃虚寒证"
"10767","脾虚水泛证"
"11265","正虚毒陷证"
"11412","阴虚肺热证"
"11085","阴虚肺热证"
"11410","风热上扰证"
"10820","热伤气阴证"
"11408","气血两虚，湿热内蕴证"
"11077","脾虚湿困证"
"10849","脾胃虚寒证"
"10972","肺气阴两虚证"
"10962","阴虚肺燥证"
"11046","肺气虚证"
"11049","脾虚痰湿证"
"11523","脾肾阳虚证"
"11630","脾虚痰湿证"
"11635","气阴两虚证"
"11524","脾肾阳虚证"
"11636","血虚津亏证"
"11653","风痰证"
"11637","暑伤气阴证"
"11639","心火刑金，气津耗伤证"
"11641","胃气上逆证"
"11643","气虚发热证"
"11621","脾胃气虚，阴火内生证"
"11598","气阴两虚证"
"11601","肾气不足证"
"11604","食滞胃脘证"
"11608","阳明津伤肠燥证"
"11611","小儿风温束表证"
"11617","小儿食积化热证"
"11613","脾虚湿热证"
"11593","气虚外感证"
"11592","脾不统血证"
"11588","气血两虚证"
"11581","阴虚动风证"
"11576","气阴两虚，水湿内停证"
"11571","气虚外感证"
"11566","肺肾阴虚证"
"11565","肺肾阴虚证"
"11563","气虚毒滞证"
"11583","暑伤气阴证"
"11557","气虚外感证"
"11554","脾虚气滞证"
"11551","冲任不固证"
"11548","脾虚痰阻证"
"11544","气血阴阳俱虚，外感风热证"
"11540","脾胃气虚证"
"11538","胃气虚弱，痰钦内停证"
"11535","气虚痰凝证"
"11531","气血两虚，痰热内蕴证"
"11529","气虚外感证"
"11527","气虚外感证"
"11526","脾胃气虚，风痰上扰证"
"11525","气虚津亏证"
"11647","气血两虚证"
"11681","气血两虚证"
"11680","阳虚外感证"
"11679","脾虚湿热证"
"11678","肺胃气虚，痰热壅肺证"
"11677","肺气不足，心火炽盛证"
"11676","脾虚湿热证"
"11675","肝郁阴虚证"
"11674","心脾两虚证"
"11673","肺气阴两虚证"
"11672","热伤气阴证"
"11671","脾虚湿热证"
"11670","肺气虚证"
"11669","气阴两虚证"
"11668","脾虚湿困证"
"11667","肾阳虚弱，精血亏虚证"
"11666","肾气不足，精血亏虚证"
"11665","气血两虚证"
"11664","肺胃气阴俱虚，痰热内蕴证"
"11663","肺气阴两伤证"
"11662","肺气不足，痰热壅肺证"
"11661","脾肺气虚证"
"11660","肺气阴两伤证"
"11659","水饮停肺证"
"11658","气虚证"
"11657","肺气阴两虚证"
"11656","脾肾阳虚证"
"11655","心肺阴虚证"
"11654","气血阴阳虚弱证"
"11682","脾胃阳虚证"
"11798","脾肺气虚证"
"11799","脾胃阳虚证"
"11800","胞宫虚寒证"
"11801","风火热毒证"
"11802","阳明热胜证"
"11803","　热毒壅闭咽喉证"
"11804","气滞痰凝证"
"11805","胃寒证"
"11806","血瘀气滞证"
"11807","湿热邪毒结肤证"
"11808","热毒炽盛证"
"11809","痰热壅肺证"
"11810","湿热毒邪结肤证"
"10687","湿热蕴结证"
"11811","脓毒蕴结证"
"11812","脓毒蕴结证"
"11813","肾阳虚证"
"11814","肝郁气滞证"
"11815","脾肾阳虚证"
"11816","血瘀证"
"11817","风热郁滞肌肤证"
"11818","气血瘀滞证"
"11819","气血瘀滞证"
"11820","肾阳虚证"
"11821","血瘀证"
"11822","气滞痰凝证"
"11823","肺气阴两虚证"
"11824","风热上扰证"
"11825","脾虚湿热证"
"11826","湿热蕴结肌肤证"
"11827","湿热下注证"
"11829","脾肾阳虚证"
"11830","脓毒蕴结证"
"11831","脓毒蕴结证"
"11832","饮食停滞证"
"11835","热毒内陷证"
"11836","风寒犯肺证"
"11837","风寒犯齿证"
"11838","中焦虚寒，虫积内阻证"
"11839","虫毒湿热结肤证"
"11840","阳虚寒凝证"
"11842","冲任寒证"
"11843","肝肾阴虚证"
"11844","肾阳虚证"
"11845","气滞证"
"11846","肾经寒湿证"
"11847","湿毒蕴结肌肤证"
"11848","脾肾阳虚证"
"11850","风热上扰证"
"11851","风热壅盛证"
"11853","外感风寒湿邪，内有蕴热证"
"11854","血虚气滞证"
"11855","肝胆湿热证"
"11856","脾虚湿困证"
"11857","脾胃阳虚证"
"11859","食伤脾胃证"
"11858","胆郁痰扰证"
"11860","寒湿痹阻证"
"11861","出血证"
"11862","胃气上逆证"
"11863","气滞血瘀证"
"11864","肝郁化火证"
"11865","湿毒蕴结肌肤证"
"11866","阴虚动风证"
"11867","肺阴虚证"
"11868","热伤气阴证"
"11869","肝郁血虚证"
"11870","水湿泛溢证"
"11871","暑湿阻于气分证"
"11872","外感风邪，内停积滞证"
"11873","肾经寒湿证"
"11874","痰浊阻肺证"
"11875","气虚痰凝证"
"11876","痰证"
"11877","风湿蕴肤证"
"11878","暑湿郁蒸证"
"12693","气虚血瘀证"
"11879","血虚证"
"11880","肾经寒湿证"
"11881","脓毒蕴结证"
"11882","胃阴虚证"
"11883","大肠热结证"
"11886","热毒壅闭咽喉证"
"12694","肾精不足证"
"11887","风痰证"
"11889","肾不纳气证"
"12245","痰迷心窍证"
"12246","寒凝气滞证"
"12247","肾气不固证"
"12248","心气阴两虚证"
"12249","胃阴虚证"
"12250","膀胱湿热证"
"12251","脾虚湿热证"
"12252","热毒蕴结肌肤证"
"12253","血热动血证"
"12254","肺阴虚证"
"12255","寒热错杂痞证"
"12256","肾虚寒凝证"
"12257","大肠湿热证"
"12258","痰热内蕴证"
"12260","胃热证"
"12261","阴虚风动证"
"12263","大肠湿热证"
"12264","胃寒证"
"12265","大肠虚寒证"
"12266","气滞血瘀证"
"12267","风痰证"
"12268","虫毒湿热结肤证"
"12269","血热动血证"
"12270","气滞血瘀证"
"12271","寒凝气滞证"
"12273","风湿表证"
"12275","肝肾阴虚证"
"12277","湿热下注证"
"12278","风寒湿痹症"
"12279","脾气下陷证"
"12280","热毒入营证"
"12282","瘀热相搏证"
"12283","风寒表证"
"12284","少阳半表半里证"
"12285","肾阴阳两虚证"
"12286","肺气虚证"
"12287","脾虚湿热证"
"12288","湿热内蕴证"
"12289","大肠湿热证"
"12291","湿浊中阻证"
"12414","气滞湿阻证"
"12695","气滞湿阻证"
"12696","阳虚饮停证"
"12744","虫毒风热结肤证"
"12750","大肠湿热证"
"12751","肾虚寒凝证"
"12757","寒湿阻滞证"
"12760","寒凝气滞证"
"12768","肝经湿热证"
"11332","热毒炽盛证"
"12770","胃寒证"
"12785","气滞证"
"12786","湿热下注证"
"12787","气滞血瘀证"
"12788","大肠湿热证"
"12790","气虚血瘀证"
"12792","脾胃虚寒证"
"12795","大肠虚寒证"
"12798","大肠湿热证"
"12800","脾胃阳虚证"
"12803","水饮内停证"
"12806","气滞血瘀证"
"12810","阴虚火旺证"
"12814","血瘀证"
"12819","湿热证"
"12816","血热动血证"
"12827","热毒壅闭咽喉证"
"12829","热毒蕴结肌肤证"
"12831","湿热蕴结肌肤证"
"12836","热毒蕴结肌肤证"
"12839","虫食积滞证"
"12845","血瘀证"
"12849","血热动血证"
"12850","风湿蕴肤证"
"12851","风湿热毒结肤证"
"12852","热毒蕴结肌肤证"
"12853","热毒蕴结肌肤证"
"12854","虫毒湿热结肤证"
"12855","血瘀证"
"12862","热毒炽盛证"
"12864","肝瘀痰结证"
"12865","血瘀气滞证"
"12866","血瘀气滞证"
"12867","脾虚食积证"
"12869","气滞血瘀证"
"12870","脾虚湿热证"
"12872","气滞证"
"13108","脾虚气滞证"
"12873","血瘀证"
"12875","气滞血瘀证"
"13111","气热烁津证"
"13115","暑湿郁蒸证"
"13117","风寒湿痹证"
"13119","风寒湿痹证"
"13123","脾虚湿困证"
"13125","风中经络证"
"13129","肾经寒湿证"
"13132","水饮内停证"
"13137","湿热壅滞证"
"13140","血虚外感证"
"13142","湿热蕴结肌肤证"
"13722","胃肠燥热证"
"13723","肝肾亏虚，气滞血瘀证"
"11473","气滞血瘀证"
"13712","脾肾阳虚证"
"13711","肾虚证"
"13713","脾虚食积证"
"13714","风热郁滞肌肤证"
"13715","肺热炽盛证"
"13716","膀胱湿热证"
"13717","胆郁痰扰证"
"13718","血热动血证"
"13719","肝胆湿热证"
"13720","胃热证"
"13721","湿热内蕴证"
"13724","湿热内蕴证"
"13725","肾阴虚火旺证"
"13746","精血亏虚证"
"13749","肾经寒湿证"
"13752","阴虚动风证"
"13757","血瘀动血证"
"13761","热毒炽盛证"
"13764","肾阳虚证"
"13765","湿热证"
"13766","心肾不交证"
"13767","血瘀气滞证"
"13769","风湿痹症"
"13774","血热动血证"
"13782","脾虚食积证"
"13778","胃热证"
"13790","冲任不固证"
"13784","胃寒证"
"13793","冲任瘀阻证"
"13795","血热动血证"
"13797","风寒犯头证"
"13799","大肠不固证"
"13801","湿毒蕴结肌肤证"
"13805","气滞证"
"13810","瘀热相搏证"
"13815","气滞血瘀证"
"13820","热毒蕴结肌肤证"
"13821","热毒蕴结肌肤证"
"13825","血瘀气滞证"
"13829","湿痰证"
"13833","痰热壅闭咽喉证"
"13835","肝经风热证"
"13838","风湿热毒结肤证"
"13840","风湿热毒结肤证"
"13844","痰热扰心证"
"13846","风湿痹症"
"13850","大肠湿热证"
"13849","脾肾阳虚证"
"13848","脾肾阳虚证"
"13877","正虚毒陷证"
"13878","虚火烁喉证"
"13879","气滞血瘀证"
"13880","痰火上扰证"
"13881","冲任瘀阻证"
"13882","气滞血瘀证"
"13883","肾精亏虚证"
"13884","心肾不交证"
"13885","产后败血冲心证"
"13886","痰火内伏证"
"13887","肾虚寒凝证"
"13888","肾阳虚证"
"13889","肾气不固证"
"13890","肾气虚证"
"13891","脾肾阳虚证"
"13892","气血两虚证"
"13893","气血两虚证"
"13894","肝肾阴虚证"
"13895","热毒蕴结肌肤证"
"13896","大肠结热证"
"13897","风火热毒证"
"13900","痰浊阻肺证"
"13901","气阴两伤证"
"13902","风火热毒证"
"13903","气血两虚证"
"13904","风湿痹症"
