FJ,145,148
FJ,156,159
FJ,374,377
FJ,253,256
FJ,263,266
FJ,379,382
ZH,8,11
FY,428,430
FY,775,777
FY,671,673
FY,821,823
FY,143,145
FY,154,156
FY,372,374
FY,404,406
FY,798,800
FY,291,293
FY,465,467
FY,311,313
FY,828,830
FY,300,302
FY,459,461
FY,440,442
FY,762,764
FY,292,294
FY,466,468
FY,287,289
FY,472,474
MX,602,604
MX,731,733
FY,392,393
FY,792,793
FY,484,485
FY,836,837
FY,422,423
FY,811,812
FY,927,928
FY,411,412
FY,492,493
FY,805,806
ZH,35,36
ZH,563,564
ZH,922,923
ZH,10,11
ZH,269,270
ZH,362,363
ZH,517,518
ZH,410,411
ZH,804,805
