FJ,128,131
FY,755,757
FY,835,837
FY,410,412
FY,696,698
FY,830,832
FY,875,877
FY,605,607
FY,740,742
FY,397,399
FY,683,685
FY,823,825
FY,235,237
FY,439,441
FY,260,262
FY,749,751
FY,457,459
FY,719,721
FY,859,861
FY,456,458
FY,718,720
FY,858,860
FY,259,261
FY,748,750
FY,612,614
MX,498,500
SX,492,494
ZZ,299,301
ZZ,800,802
FY,339,340
FY,231,232
FY,403,404
FY,689,690
FY,888,889
FY,474,475
FY,590,591
FY,769,770
FY,462,463
FY,582,583
FY,421,422
FY,469,470
FY,587,588
FY,725,726
FY,763,764
FY,870,871
ZH,38,39
ZH,184,185
ZH,801,802
ZH,22,23
ZH,199,200
ZH,294,295
ZH,300,301
ZH,724,725
