FY,282,286
FY,1015,1019
FJ,282,286
FJ,1015,1019
ZZ,110,114
FJ,476,479
FJ,261,264
FJ,468,471
FJ,518,521
FJ,678,681
FJ,738,741
FJ,248,251
ZH,115,118
ZH,546,549
ZH,842,845
ZH,451,454
SX,992,995
FY,1042,1044
FY,786,788
FY,1048,1050
FY,803,805
FY,1075,1077
FY,797,799
FY,246,248
FY,810,812
FY,1081,1083
FY,1031,1033
FY,676,678
FY,665,667
FY,941,943
FY,664,666
FY,940,942
FY,485,487
FY,672,674
FY,827,829
ZH,453,455
SX,179,181
SX,992,994
ZZ,83,85
ZZ,111,113
FY,672,673
FY,827,828
FY,767,768
ZH,85,86
ZH,129,130
ZH,726,727
ZH,1010,1011
ZH,149,150
ZH,173,174
ZH,117,118
ZH,197,198
ZH,548,549
ZH,844,845
ZH,923,924
