FY,1525,1528
FJ,595,598
FJ,876,879
FJ,589,592
FJ,870,873
ZH,1468,1471
ZH,551,554
MX,1099,1102
MX,1259,1262
MX,1456,1459
FY,1551,1553
FY,901,903
FY,1580,1582
FY,941,943
FY,1305,1307
FY,1515,1517
FY,593,595
FY,874,876
FY,908,910
FY,1568,1570
FY,1525,1527
FY,1532,1534
FY,915,917
FY,587,589
FY,868,870
FY,923,925
FY,1546,1548
FY,1526,1528
FY,929,931
FY,1514,1516
ZH,1468,1470
ZF,807,809
MX,1099,1101
MX,1259,1261
MX,1456,1458
SX,1089,1091
ZZ,1439,1441
FY,888,889
ZH,35,36
ZH,55,56
ZH,390,391
ZH,417,418
ZH,728,729
ZH,1162,1163
ZH,1213,1214
ZH,1289,1290
ZH,1453,1454
ZH,1626,1627
ZH,1337,1338
ZH,38,39
ZH,74,75
ZH,396,397
ZH,519,520
ZH,767,768
ZH,808,809
ZH,1016,1017
ZH,1440,1441
ZH,1464,1465
ZH,1478,1479
ZH,1471,1472
ZH,552,553
ZH,606,607
ZH,704,705
ZH,852,853
ZH,887,888
