word,label,bound,flag,radical,pinyin
反,O,B,v,又,fǎn
胃,O,E,v,月,wèi
。,O,S,x,UNK,UNK
反,O,B,v,又,fǎn
胃,O,E,v,月,wèi
。,O,S,x,UNK,UNK
脉,O,B,n,月,mài
症,O,E,n,疒,zhèng
相,O,S,d,目,xiāng
参,O,S,v,厶,cān
，,O,S,x,UNK,UNK
病,O,B,n,疒,bìng
属,O,E,n,尸,shǔ
中,O,B,n,丨,zhōng
土,O,E,n,土,tǔ
失,O,B,v,大,shī
运,O,E,v,辶,yùn
，,O,S,x,UNK,UNK
肾,O,B,n,月,shèn
阳,S-ZH,E,n,阝,yáng
亦,O,S,d,亠,yì
衰,O,S,v,衣,shuāi
，,O,S,x,UNK,UNK
乃,O,B,c,丿,nǎi
致,O,E,c,至,zhì
水,B-ZH,B,n,水,shuǐ
湿,I-ZH,E,n,氵,shī
内,E-ZH,S,f,冂,nèi
停,O,S,v,亻,tíng
，,O,S,x,UNK,UNK
上,O,B,f,一,shàng
下,O,E,f,一,xià
失,O,S,v,大,shī
其,O,S,r,八,qí
通,O,B,n,辶,tōng
利,O,E,n,刂,lì
。,O,S,x,UNK,UNK
食,O,B,n,飠,shí
人,O,M,n,人,rén
脘,O,E,n,月,wǎn
闷,O,B,l,门,mèn
作,O,M,l,亻,zuò
胀,O,E,l,月,zhàng
，,O,S,x,UNK,UNK
朝,O,B,n,月,zhāo
食,O,E,n,飠,shí
暮,O,S,tg,日,mù
吐,O,S,ns,口,tǔ
，,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
宿,O,B,n,宀,sù
谷,O,E,n,谷,gǔ
不,O,B,v,一,bù
化,O,E,v,亻,huà
，,O,S,x,UNK,UNK
大,B-ZH,S,a,大,dà
便,I-ZH,B,a,亻,biàn
秘,I-ZH,E,a,禾,mì
结,E-ZH,S,n,纟,jié
，,O,S,x,UNK,UNK
形,O,B,n,彡,xíng
寒,O,E,n,宀,hán
恶,O,B,a,心,è
冷,S-ZH,E,a,冫,lěng
。,O,S,x,UNK,UNK
本,O,B,n,木,běn
例,O,E,n,亻,lì
中,O,B,n,丨,zhōng
土,O,E,n,土,tǔ
虚,S-ZH,B,a,虍,xū
寒,O,E,a,宀,hán
，,O,S,x,UNK,UNK
肾,O,B,n,月,shèn
阳,S-ZH,E,n,阝,yáng
亦,O,S,d,亠,yì
衰,O,S,v,衣,shuāi
，,O,S,x,UNK,UNK
致,O,B,v,至,zhì
火,O,E,v,火,huǒ
不,O,S,d,一,bù
蒸,O,S,v,艹,zhēng
土,O,S,n,土,tǔ
，,O,S,x,UNK,UNK
难,O,B,d,隹,nán
以,O,E,d,人,yǐ
腐,O,B,v,肉,fǔ
化,O,E,v,亻,huà
熟,O,B,n,灬,shú
谷,O,E,n,谷,gǔ
，,O,S,x,UNK,UNK
水,O,B,n,水,shuǐ
湿,O,E,n,氵,shī
停,O,B,v,亻,tíng
聚,O,E,v,耳,jù
于,O,S,p,二,yú
中,O,S,ns,丨,zhōng
，,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
形,O,B,v,彡,xíng
成,O,E,v,戈,chéng
上,O,B,f,一,shàng
下,O,E,f,一,xià
隔,O,B,n,阝,gé
阂,O,E,n,门,hé
，,O,S,x,UNK,UNK
上,O,S,f,一,shàng
则,O,S,d,刂,zé
作,O,B,v,亻,zuò
吐,O,E,v,口,tǔ
，,O,S,x,UNK,UNK
下,O,S,f,一,xià
则,O,S,d,刂,zé
便,B-ZZ,B,a,亻,biàn
秘,E-ZZ,E,a,禾,mì
。,O,S,x,UNK,UNK
景,O,B,nr,日,jǐng
岳,O,E,nr,山,yuè
所,O,B,b,户,suǒ
谓,O,E,b,讠,wèi
“,O,S,x,UNK,UNK
反,O,B,v,又,fǎn
胃,O,E,v,月,wèi
系,O,B,n,糸,xì
真,O,M,n,目,zhēn
火,O,E,n,火,huǒ
式,O,B,v,弋,shì
微,O,E,v,彳,wēi
，,O,S,x,UNK,UNK
胃,O,S,n,月,wèi
寒,O,S,ag,宀,hán
脾,O,S,n,月,pí
弱,O,S,a,弓,ruò
，,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
不,O,B,v,一,bù
能,O,E,v,月,néng
消,O,B,n,氵,xiāo
谷,O,E,n,谷,gǔ
',O,S,x,UNK,UNK
治,O,B,n,氵,zhì
则,O,E,n,刂,zé
先,O,B,n,儿,xiān
用,O,E,n,用,yòng
附,O,S,f,阝,fù
、,O,S,x,UNK,UNK
桂,S-FY,S,nr,木,guì
、,O,S,x,UNK,UNK
姜,S-FY,S,nr,女,jiāng
、,O,S,x,UNK,UNK
萸,O,S,x,艹,yú
等,O,S,u,竹,děng
以,O,S,p,人,yǐ
温,O,S,v,氵,wēn
脾,O,S,n,月,pí
暖,O,S,a,日,nuǎn
肾,O,S,n,月,shèn
，,O,S,x,UNK,UNK
使,O,S,v,亻,shǐ
阳,S-ZH,B,n,阝,yáng
气,O,E,n,气,qì
伸,O,B,v,亻,shēn
展,O,E,v,尸,zhǎn
，,O,S,x,UNK,UNK
升,O,B,v,十,shēng
降,O,E,v,阝,jiàng
通,O,B,v,辶,tōng
调,O,E,v,讠,tiáo
，,O,S,x,UNK,UNK
水,O,B,n,水,shuǐ
谷,O,E,n,谷,gǔ
得,O,B,v,彳,dé
以,O,E,v,人,yǐ
运,O,B,vn,辶,yùn
化,O,E,vn,亻,huà
耳,O,S,n,耳,ěr
。,O,S,x,UNK,UNK
温,O,S,nr,氵,wēn
运,O,B,vn,辶,yùn
通,O,E,vn,辶,tōng
阳,S-ZH,S,nr,阝,yáng
。,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
淡,B-FY,S,a,氵,dàn
附,I-FY,B,n,阝,fù
子,E-FY,E,n,子,zǐ
5,O,S,m,UNK,UNK
克,O,S,nr,十,kè
，,O,S,x,UNK,UNK
肉,B-FY,B,n,肉,ròu
桂,I-FY,E,n,木,guì
心,E-FY,S,n,心,xīn
5,O,S,m,UNK,UNK
克,O,S,nr,十,kè
(,O,S,x,UNK,UNK
研,O,B,n,石,yán
细,O,E,n,纟,xì
，,O,S,x,UNK,UNK
泛,O,B,i,氵,fàn
丸,O,M,i,丿,wán
吞,O,E,i,口,tūn
),O,S,x,UNK,UNK
，,O,S,x,UNK,UNK
吴,B-FY,B,n,口,wú
茱,I-FY,M,n,艹,zhū
