word,label,bound,flag,radical,pinyin
脱,B-ZZ,B,n,月,tuō
肛,E-ZZ,E,n,月,gāng
。,O,S,x,UNK,UNK
脾,B-ZH,S,n,月,pí
肾,I-ZH,B,n,月,shèn
亏,E-ZH,E,n,二,kuī
虚,S-ZH,S,d,虍,xū
。,O,S,x,UNK,UNK
临,O,B,i,丨,lín
床,O,M,i,广,chuáng
表,O,M,i,衣,biǎo
现,O,E,i,见,xiàn
直,O,B,n,目,zhí
肠,O,E,n,月,cháng
滑,O,B,v,氵,huá
脱,O,E,v,月,tuō
不,O,S,d,一,bù
收,O,S,v,攵,shōu
，,O,S,x,UNK,UNK
肛,O,B,n,月,gāng
胃,O,E,n,月,wèi
常,O,B,b,巾,cháng
有,O,E,b,月,yǒu
下,O,B,n,一,xià
塾,O,E,n,土,shú
感,O,S,v,心,gǎn
，,O,S,x,UNK,UNK
伴,O,B,v,亻,bàn
见,O,E,v,见,jiàn
神,B-ZZ,S,n,礻,shén
疲,I-ZZ,B,a,疒,pí
乏,I-ZZ,E,a,丿,fá
力,E-ZZ,S,n,力,lì
，,O,S,x,UNK,UNK
行,O,B,vn,行,háng
动,O,E,vn,力,dòng
气,B-ZZ,B,a,气,qì
促,E-ZZ,E,a,亻,cù
.,O,S,x,UNK,UNK
头,B-ZZ,B,n,大,tóu
晕,I-ZZ,E,n,日,yùn
心,I-ZZ,B,v,心,xīn
悸,E-ZZ,E,v,忄,jì
，,O,S,x,UNK,UNK
腰,B-ZZ,S,n,月,yāo
膝,I-ZZ,S,ng,月,xī
酸,I-ZZ,B,a,酉,suān
软,E-ZZ,E,a,车,ruǎn
，,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
小,B-ZZ,B,nr,小,xiǎo
便,I-ZZ,E,nr,亻,biàn
频,I-ZZ,B,n,页,pín
数,E-ZZ,E,n,攵,shù
，,O,S,x,UNK,UNK
夜,O,S,tg,夕,yè
尿,O,S,n,尸,niào
多,O,S,m,夕,duō
，,O,S,x,UNK,UNK
大,B-ZZ,B,d,大,dà
便,I-ZZ,E,d,亻,biàn
干,I-ZZ,B,v,干,gān
结,E-ZZ,E,v,纟,jié
等,O,S,u,竹,děng
，,O,S,x,UNK,UNK
舌,B-SX,S,n,舌,shé
淡,E-SX,S,a,氵,dàn
.,O,S,m,UNK,UNK
脉,B-MX,S,ng,月,mài
细,I-MX,B,a,纟,xì
弱,E-MX,E,a,弓,ruò
，,O,S,x,UNK,UNK
多,O,B,d,夕,duō
见,O,M,d,见,jiàn
于,O,E,d,二,yú
老,O,B,n,耂,lǎo
人,O,E,n,人,rén
和,O,S,c,口,hé
小,O,B,n,小,xiǎo
儿,O,E,n,儿,ér
或,O,S,c,戈,huò
久,O,B,v,丿,jiǔ
病,O,E,v,疒,bìng
虚,S-ZH,B,a,虍,xū
劳,O,E,a,力,láo
之,O,S,u,丶,zhī
人,O,S,n,人,rén
。,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
辨,O,B,v,辛,biàn
证,O,E,v,讠,zhèng
提,O,B,v,扌,tí
要,O,E,v,覀,yào
①,O,S,x,UNK,UNK
辨,O,B,v,辛,biàn
证,O,E,v,讠,zhèng
要,O,B,n,覀,yào
点,O,E,n,灬,diǎn
:,O,S,x,UNK,UNK
直,O,B,n,目,zhí
肠,O,E,n,月,cháng
滑,O,B,v,氵,huá
脱,O,E,v,月,tuō
不,O,S,d,一,bù
收,O,S,v,攵,shōu
，,O,S,x,UNK,UNK
;,O,S,x,UNK,UNK
无,O,S,v,一,wú
疼,B-ZZ,B,n,疒,téng
痛,E-ZZ,E,n,疒,tòng
赤,O,B,n,赤,chì
肿,O,E,n,月,zhǒng
.,O,S,m,UNK,UNK
肛,O,B,n,月,gāng
门,O,E,n,门,mén
下,O,B,v,一,xià
坠,O,E,v,土,zhuì
不,O,B,a,一,bù
适,O,E,a,辶,shì
；,O,S,x,UNK,UNK
伴,O,S,v,亻,bàn
腰,B-ZZ,B,n,月,yāo
酸,E-ZZ,E,n,酉,suān
神,B-ZZ,B,i,礻,shén
疲,E-ZZ,E,i,疒,pí
，,O,S,x,UNK,UNK
夜,B-ZZ,S,t,夕,yè
尿,I-ZZ,B,n,尸,niào
频,I-ZZ,E,n,页,pín
多,E-ZZ,S,m,夕,duō
，,O,S,x,UNK,UNK
舌,B-SX,S,n,舌,shé
淡,E-SX,S,a,氵,dàn
；,O,S,x,UNK,UNK
脉,B-MX,S,ng,月,mài
细,I-MX,B,a,纟,xì
弱,E-MX,E,a,弓,ruò
。,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
②,O,S,x,UNK,UNK
辨,O,S,v,辛,biàn
病,O,B,n,疒,bìng
因,O,E,n,囗,yīn
:,O,S,x,UNK,UNK
若,O,B,m,艹,ruò
久,O,E,m,丿,jiǔ
咳,O,S,v,口,ké
久,O,S,a,丿,jiǔ
泻,O,S,v,氵,xiè
久,O,S,a,丿,jiǔ
痢,O,S,n,疒,lì
;,O,S,x,UNK,UNK
或,O,S,c,戈,huò
房,O,S,n,户,fáng
劳,O,B,vn,力,láo
伤,O,E,vn,亻,shāng
肾,O,S,zg,月,shèn
;,O,S,x,UNK,UNK
或,O,S,c,戈,huò
苦,O,B,n,艹,kǔ
寒,O,E,n,宀,hán
攻,O,B,v,攵,gōng
伐,O,E,v,亻,fá
，,O,S,x,UNK,UNK
损,O,B,v,扌,sǔn
伤,O,E,v,亻,shāng
真,O,B,nr,目,zhēn
元,O,E,nr,二,yuán
.,O,S,m,UNK,UNK
皆,O,S,d,白,jiē
可,O,B,v,口,kě
致,O,E,v,至,zhì
脾,B-ZH,S,n,月,pí
肾,I-ZH,S,n,月,shèn
两,I-ZH,S,m,一,liǎng
虚,E-ZH,S,n,虍,xū
.,O,S,m,UNK,UNK
关,O,B,n,丷,guān
门,O,E,n,门,mén
不,O,B,a,一,bù
固,O,E,a,囗,gù
.,O,S,m,UNK,UNK
肠,O,S,n,月,cháng
滑,O,S,v,氵,huá
不,O,B,v,一,bù
收,O,E,v,攵,shōu
。,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
③,O,S,x,UNK,UNK
辨,O,S,v,辛,biàn
体,O,B,n,亻,tǐ
质,O,E,n,贝,zhì
：,O,S,x,UNK,UNK
小,O,B,n,小,xiǎo
儿,O,E,n,儿,ér
先,B-ZH,B,i,儿,xiān
天,I-ZH,M,i,大,tiān
不,E-ZH,M,i,一,bù
足,O,E,i,足,zú
，,O,S,x,UNK,UNK
后,O,B,t,口,hòu
天,O,E,t,大,tiān
失,O,B,v,大,shī
养,O,E,v,丷,yǎng
；,O,S,x,UNK,UNK
老,O,B,n,耂,lǎo
人,O,E,n,人,rén
