word,label,bound,flag,radical,pinyin
便,B-ZZ,B,a,亻,biàn
秘,E-ZZ,E,a,禾,mì
。,O,S,x,UNK,UNK
便,B-ZZ,B,a,亻,biàn
秘,E-ZZ,E,a,禾,mì
。,O,S,x,UNK,UNK
盖,O,S,v,皿,gài
肝,O,B,n,月,gān
风,S-ZH,E,n,风,fēng
木,O,B,nr,木,mù
横,O,E,nr,木,héng
，,O,S,x,UNK,UNK
胃,O,B,n,月,wèi
土,O,E,n,土,tǔ
必,O,S,d,心,bì
衰,O,S,v,衣,shuāi
，,O,S,x,UNK,UNK
阳,S-ZH,B,nr,阝,yáng
明,O,E,nr,日,míng
诸,O,B,nr,讠,zhū
脉,O,E,nr,月,mài
，,O,S,x,UNK,UNK
不,O,S,d,一,bù
主,O,B,v,丶,zhǔ
束,O,E,v,木,shù
筋,O,B,n,竹,jīn
骨,O,E,n,骨,gǔ
，,O,S,x,UNK,UNK
流,O,B,n,氵,liú
利,O,E,n,刂,lì
机,O,B,n,木,jī
关,O,E,n,丷,guān
也,O,S,d,乙,yě
。,O,S,x,UNK,UNK
阳,S-ZH,B,nr,阝,yáng
明,O,E,nr,日,míng
脉,O,S,ng,月,mài
大,O,S,a,大,dà
，,O,S,x,UNK,UNK
环,O,B,v,王,huán
跳,O,E,v,足,tiào
尻,O,S,g,尸,kāo
骨,O,S,ng,骨,gǔ
筋,O,S,n,竹,jīn
掣,O,S,v,手,chè
而,O,S,c,而,ér
痛,S-ZH,S,an,疒,tòng
，,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
痛,S-ZH,S,a,疒,tòng
甚,O,S,dg,甘,shèn
足,O,S,a,足,zú
筋,O,S,n,竹,jīn
皆,O,S,d,白,jiē
缩,O,S,v,纟,suō
，,O,S,x,UNK,UNK
大,O,B,d,大,dà
便,O,E,d,亻,biàn
燥,O,S,ag,火,zào
艰,O,B,a,艮,jiān
常,O,E,a,巾,cháng
秘,O,S,n,禾,mì
。,O,S,x,UNK,UNK
本,O,B,r,木,běn
案,O,E,r,木,àn
患,O,B,n,心,huàn
者,O,E,n,耂,zhě
年,O,B,l,干,nián
老,O,M,l,耂,lǎo
体,O,M,l,亻,tǐ
衰,O,E,l,衣,shuāi
，,O,S,x,UNK,UNK
气,B-ZH,B,n,气,qì
血,I-ZH,E,n,血,xiě
亏,I-ZH,B,v,二,kuī
虚,E-ZH,E,v,虍,xū
，,O,S,x,UNK,UNK
尤,O,S,d,尢,yóu
以,O,S,p,人,yǐ
血,O,B,n,血,xiě
亏,O,E,n,二,kuī
津,O,S,j,氵,jīn
枯,O,S,v,木,kū
为,O,B,v,丶,wéi
主,O,E,v,丶,zhǔ
。,O,S,x,UNK,UNK
血,B-ZH,B,n,血,xiě
虚,I-ZH,E,n,虍,xū
津,E-ZH,S,j,氵,jīn
少,O,S,a,小,shǎo
，,O,S,x,UNK,UNK
大,O,B,n,大,dà
肠,O,E,n,月,cháng
失,O,B,v,大,shī
于,O,E,v,二,yú
濡,O,B,v,氵,rú
润,O,E,v,氵,rùn
。,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
肺,O,S,n,月,fèi
和,O,S,c,口,hé
大,O,B,n,大,dà
肠,O,E,n,月,cháng
相,O,S,v,目,xiāng
表,O,B,n,衣,biǎo
里,O,E,n,里,lǐ
，,O,S,x,UNK,UNK
肺,O,S,n,月,fèi
气,O,B,n,气,qì
虚,S-ZH,E,n,虍,xū
则,O,S,d,刂,zé
大,O,B,n,大,dà
肠,O,E,n,月,cháng
