word,label,bound,flag,radical,pinyin
痢,O,B,n,疒,lì
疾,O,E,n,疒,jí
。,O,S,x,UNK,UNK
痢,O,B,n,疒,lì
疾,O,E,n,疒,jí
。,O,S,x,UNK,UNK
湿,O,B,z,氵,shī
热,S-ZH,E,z,灬,rè
痢,O,S,n,疒,lì
。,O,S,x,UNK,UNK
盛,O,B,v,皿,shèng
暑,S-ZH,E,v,日,shǔ
吃,O,S,v,口,chī
烧,O,B,n,火,shāo
饼,O,E,n,饣,bǐng
致,O,B,v,至,zhì
病,O,E,v,疒,bìng
。,O,S,x,UNK,UNK
证,O,B,n,讠,zhèng
候,O,E,n,亻,hòu
:,O,S,x,UNK,UNK
脉,O,S,ng,月,mài
沉,O,B,n,氵,chén
数,O,E,n,攵,shù
有,O,B,n,月,yǒu
力,O,E,n,力,lì
，,O,S,x,UNK,UNK
头,B-ZZ,B,n,大,tóu
痛,E-ZZ,E,n,疒,tòng
发,B-ZZ,B,v,又,fā
热,E-ZZ,E,v,灬,rè
，,O,S,x,UNK,UNK
小,O,B,nr,小,xiǎo
便,O,E,nr,亻,biàn
赤,O,B,z,赤,chì
短,O,E,z,矢,duǎn
，,O,S,x,UNK,UNK
赤,O,B,n,赤,chì
瘌,O,E,n,疒,là
日,O,B,t,日,rì
夜,O,E,t,夕,yè
三,O,B,m,一,sān
四,O,M,m,囗,sì
十,O,E,m,十,shí
回,O,S,v,囗,huí
，,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
骨,O,B,i,骨,gǔ
瘦,O,M,i,疒,shòu
如,O,M,i,女,rú
柴,O,E,i,木,chái
，,O,S,x,UNK,UNK
口,B-ZZ,B,n,口,kǒu
渴,E-ZZ,E,n,氵,kě
，,O,S,x,UNK,UNK
舌,O,B,n,舌,shé
苔,O,E,n,艹,tái
焦,O,B,nr,灬,jiāo
黄,O,E,nr,黄,huáng
，,O,S,x,UNK,UNK
经,O,B,p,纟,jīng
过,O,E,p,辶,guò
八,O,B,m,八,bā
九,O,M,m,丿,jiǔ
天,O,E,m,大,tiān
，,O,S,x,UNK,UNK
势,O,S,ng,力,shì
瀕,O,S,vg,氵,bīn
危,O,B,nr,㔾,wēi
笃,O,E,nr,竹,dǔ
。,O,S,x,UNK,UNK
痢,O,B,n,疒,lì
疾,O,E,n,疒,jí
概,O,B,n,木,gài
因,O,E,n,囗,yīn
饮,O,B,n,饣,yǐn
食,O,E,n,飠,shí
不,O,B,a,一,bù
洁,O,E,a,氵,jié
感,O,B,v,心,gǎn
染,O,E,v,木,rǎn
所,O,B,v,户,suǒ
得,O,E,v,彳,dé
，,O,S,x,UNK,UNK
病,O,B,n,疒,bìng
因,O,E,n,囗,yīn
大,O,B,i,大,dà
同,O,M,i,口,tóng
小,O,M,i,小,xiǎo
异,O,E,i,廾,yì
，,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
而,O,S,c,而,ér
各,O,S,r,口,gè
患,O,B,n,心,huàn
者,O,E,n,耂,zhě
的,O,S,uj,白,dí
体,O,B,n,亻,tǐ
质,O,E,n,贝,zhì
、,O,S,x,UNK,UNK
生,O,B,n,生,shēng
活,O,M,n,氵,huó
习,O,M,n,乙,xí
惯,O,E,n,忄,guàn
、,O,S,x,UNK,UNK
嗜,O,B,v,口,shì
好,O,E,v,女,hǎo
则,O,S,d,刂,zé
有,O,S,v,月,yǒu
差,O,B,d,工,chà
别,O,E,d,刂,bié
。,O,S,x,UNK,UNK
陈,O,B,nr,阝,chén
氏,O,E,nr,氏,shì
依,O,B,p,亻,yī
据,O,E,p,扌,jù
脉,O,B,n,月,mài
症,O,E,n,疒,zhèng
，,O,S,x,UNK,UNK
参,O,B,v,厶,cān
以,O,E,v,人,yǐ
嗜,O,B,n,口,shì
烟,O,E,n,火,yān
的,O,S,uj,白,dí
情,O,B,n,忄,qíng
况,O,E,n,冫,kuàng
，,O,S,x,UNK,UNK
处,O,B,v,夂,chǔ
以,O,E,v,人,yǐ
泄,O,B,v,氵,xiè
火,O,E,v,火,huǒ
涤,O,S,ng,氵,dí
热,S-ZH,S,a,灬,rè
救,O,S,v,攵,jiù
阴,S-ZH,S,a,阝,yīn
的,O,S,uj,白,dí
方,O,B,n,方,fāng
药,O,E,n,艹,yào
，,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
一,O,B,i,一,yī
举,O,M,i,丶,jǔ
两,O,M,i,一,liǎng
得,O,E,i,彳,dé
，,O,S,x,UNK,UNK
不,O,B,c,一,bù
但,O,E,c,亻,dàn
使,O,S,v,亻,shǐ
湿,O,B,z,氵,shī
热,S-ZH,E,z,灬,rè
之,O,S,u,丶,zhī
痢,O,S,n,疒,lì
痊,O,B,v,疒,quán
愈,O,E,v,心,yù
，,O,S,x,UNK,UNK
而,O,B,c,而,ér
且,O,E,c,一,qiě
又,O,S,d,又,yòu
意,O,B,l,心,yì
想,O,M,l,心,xiǎng
不,O,M,l,一,bù
到,O,E,l,刂,dào
地,O,S,uv,土,dì
使,O,S,v,亻,shǐ
烟,O,B,n,火,yān
瘾,O,E,n,疒,yǐn
亦,O,S,d,亠,yì
除,O,S,p,阝,chú
。,O,S,x,UNK,UNK
言,O,B,i,言,yán
外,O,M,i,夕,wài
之,O,M,i,丶,zhī
意,O,E,i,心,yì
提,O,B,v,扌,tí
示,O,E,v,示,shì
，,O,S,x,UNK,UNK
本,O,B,n,木,běn
法,O,E,n,氵,fǎ
对,O,S,p,寸,duì
戒,O,B,v,戈,jiè
除,O,E,v,阝,chú
烟,O,B,n,火,yān
瘾,O,E,n,疒,yǐn
有,O,B,n,月,yǒu
所,O,E,n,户,suǒ
用,O,B,n,用,yòng
场,O,E,n,土,cháng
。,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
泄,O,B,v,氵,xiè
火,O,E,v,火,huǒ
救,O,S,v,攵,jiù
阴,S-ZH,S,n,阝,yīn
，,O,S,x,UNK,UNK
苦,O,B,n,艹,kǔ
寒,O,E,n,宀,hán
涤,O,B,n,氵,dí
热,S-ZH,E,n,灬,rè
。,O,S,x,UNK,UNK
处,O,B,n,夂,chǔ
方,O,E,n,方,fāng
:,O,S,x,UNK,UNK
黄,B-FY,B,ns,黄,huáng
连,E-FY,E,ns,辶,lián
赤,B-FJ,B,n,赤,chì
石,I-FJ,M,n,石,shí
脂,I-FJ,E,n,月,zhī
汤,E-FJ,S,n,氵,tāng
。,O,S,x,UNK,UNK
黄,B-FY,B,ns,黄,huáng
连,E-FY,E,ns,辶,lián
三,O,S,m,一,sān
钱,O,S,n,钅,qián
，,O,S,x,UNK,UNK
赤,B-FY,B,n,赤,chì
石,I-FY,M,n,石,shí
脂,E-FY,E,n,月,zhī
三,O,S,m,一,sān
钱,O,S,n,钅,qián
半,O,S,m,十,bàn
(,O,S,x,UNK,UNK
净,O,S,a,冫,jìng
）,O,S,x,UNK,UNK
，,O,S,x,UNK,UNK
滑,B-FY,B,nr,氵,huá
石,E-FY,E,nr,石,shí
三,O,S,m,一,sān
钱,O,S,n,钅,qián
，,O,S,x,UNK,UNK
生,O,B,n,生,shēng
芍,O,E,n,艹,sháo
二,O,S,m,二,èr
钱,O,S,n,钅,qián
半,O,S,m,十,bàn
，,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
黄,O,S,a,黄,huáng
菩,O,B,n,艹,pú
二,O,M,n,二,èr
钱,O,E,n,钅,qián
半,O,S,m,十,bàn
，,O,S,x,UNK,UNK
甘,B-FY,B,n,甘,gān
草,E-FY,E,n,艹,cǎo
三,O,B,m,一,sān
分,O,E,m,刀,fēn
，,O,S,x,UNK,UNK
水,O,S,n,水,shuǐ
煎,O,B,v,灬,jiān
服,O,E,v,月,fú
。,O,S,x,UNK,UNK
F,O,B,eng,UNK,UNK
A,O,M,eng,UNK,UNK
L,O,M,eng,UNK,UNK
S,O,M,eng,UNK,UNK
E,O,E,eng,UNK,UNK
。,O,S,x,UNK,UNK
湿,O,B,z,氵,shī
热,S-ZH,E,z,灬,rè
痢,O,S,n,疒,lì
。,O,S,x,UNK,UNK
烟,O,B,n,火,yān
客,O,E,n,宀,kè
血,O,B,a,血,xiě
燥,O,E,a,火,zào
，,O,S,x,UNK,UNK
暑,S-ZH,B,n,日,shǔ
热,S-ZH,E,n,灬,rè
熏,O,B,vn,灬,xūn
蒸,O,E,vn,艹,zhēng
，,O,S,x,UNK,UNK
因,O,S,p,囗,yīn
烧,O,B,n,火,shāo
饼,O,E,n,饣,bǐng
引,O,B,v,弓,yǐn
动,O,E,v,力,dòng
伏,O,B,nr,亻,fú
火,O,E,nr,火,huǒ
，,O,S,x,UNK,UNK
郁,O,S,nr,阝,yù
为,O,S,p,丶,wéi
赤,O,B,n,赤,chì
痢,O,E,n,疒,lì
。,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
蒋,O,B,nr,艹,jiǎng
某,O,E,nr,木,mǒu
，,O,S,x,UNK,UNK
年,O,S,m,干,nián
五,O,B,m,二,wǔ
十,O,E,m,十,shí
，,O,S,x,UNK,UNK
业,O,B,n,一,yè
工,O,E,n,工,gōng
，,O,S,x,UNK,UNK
住,O,S,v,亻,zhù
石,O,B,n,石,shí
码,O,E,n,石,mǎ
。,O,S,x,UNK,UNK
一,O,S,m,一,yī
剂,O,B,n,刂,jì
势,O,E,n,力,shì
减,O,S,v,冫,jiǎn
，,O,S,x,UNK,UNK
三,O,B,nz,一,sān
剂,O,E,nz,刂,jì
痢,O,B,n,疒,lì
止,O,E,n,止,zhǐ
，,O,S,x,UNK,UNK
拒,O,S,v,扌,jù
停,O,B,v,亻,tíng
药,O,E,v,艹,yào
再,O,B,v,冂,zài
病,O,E,v,疒,bìng
，,O,S,x,UNK,UNK
急,O,S,v,心,jí
连,O,B,a,辶,lián
服,O,E,a,月,fú
五,O,B,n,二,wǔ
剂,O,E,n,刂,jì
痊,O,B,v,疒,quán
愈,O,E,v,心,yù
，,O,S,x,UNK,UNK
烟,O,B,n,火,yān
瘾,O,E,n,疒,yǐn
亦,O,S,d,亠,yì
除,O,S,p,阝,chú
。,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
陈,O,B,nr,阝,chén
莲,O,M,nr,艹,lián
