word,label,bound,flag,radical,pinyin
食,O,B,n,飠,shí
积,O,E,n,禾,jī
。,O,S,x,UNK,UNK
食,O,B,n,飠,shí
积,O,E,n,禾,jī
。,O,S,x,UNK,UNK
食,O,S,v,飠,shí
停,O,B,v,亻,tíng
于,O,E,v,二,yú
内,O,S,f,冂,nèi
，,O,S,x,UNK,UNK
腑,B-ZH,S,g,月,fǔ
气,I-ZH,S,n,气,qì
不,I-ZH,B,a,一,bù
通,E-ZH,E,a,辶,tōng
，,O,S,x,UNK,UNK
因,O,S,p,囗,yīn
不,O,B,v,一,bù
能,O,E,v,月,néng
进,O,B,v,辶,jìn
食,O,E,v,飠,shí
而,O,B,c,而,ér
致,O,E,c,至,zhì
气,B-ZH,B,n,气,qì
血,E-ZH,E,n,血,xiě
精,O,B,n,米,jīng
液,O,E,n,氵,yè
亏,O,S,v,二,kuī
极,O,S,d,木,jí
。,O,S,x,UNK,UNK
内,O,B,b,冂,nèi
有,O,E,b,月,yǒu
宿,O,S,n,宀,sù
，,O,S,x,UNK,UNK
外,O,S,f,夕,wài
伤,O,B,a,亻,shāng
寒,O,E,a,宀,hán
邪,O,S,a,阝,xié
。,O,S,x,UNK,UNK
本,O,B,r,木,běn
案,O,E,r,木,àn
乃,O,B,v,丿,nǎi
食,O,E,v,飠,shí
停,O,B,v,亻,tíng
于,O,E,v,二,yú
内,O,S,f,冂,nèi
，,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
腑,B-ZH,S,g,月,fǔ
气,I-ZH,S,n,气,qì
不,I-ZH,B,a,一,bù
通,E-ZH,E,a,辶,tōng
，,O,S,x,UNK,UNK
因,O,S,p,囗,yīn
不,O,B,v,一,bù
能,O,E,v,月,néng
进,O,B,v,辶,jìn
食,O,E,v,飠,shí
而,O,B,c,而,ér
致,O,E,c,至,zhì
气,B-ZH,B,n,气,qì
血,E-ZH,E,n,血,xiě
精,O,B,n,米,jīng
液,O,E,n,氵,yè
亏,O,S,v,二,kuī
极,O,S,d,木,jí
，,O,S,x,UNK,UNK
故,O,B,d,攵,gù
巧,O,E,d,工,qiǎo
施,O,S,v,方,shī
釜,O,B,i,金,fǔ
底,O,M,i,广,dǐ
抽,O,M,i,扌,chōu
薪,O,E,i,艹,xīn
之,O,S,u,丶,zhī
法,O,S,j,氵,fǎ
，,O,S,x,UNK,UNK
治,O,B,v,氵,zhì
以,O,E,v,人,yǐ
急,O,S,v,心,jí
下,O,B,v,一,xià
存,O,E,v,子,cún
阴,S-ZH,S,n,阝,yīn
，,O,S,x,UNK,UNK
腑,O,S,g,月,fǔ
气,O,S,n,气,qì
得,O,B,v,彳,dé
通,O,E,v,辶,tōng
，,O,S,x,UNK,UNK
饮,O,B,n,饣,yǐn
食,O,E,n,飠,shí
能,O,S,v,月,néng
进,O,S,v,辶,jìn
，,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
气,B-ZH,B,n,气,qì
血,E-ZH,E,n,血,xiě
有,O,B,n,月,yǒu
源,O,E,n,氵,yuán
，,O,S,x,UNK,UNK
病,O,S,n,疒,bìng
将,O,S,d,寸,jiāng
渐,O,B,d,氵,jiàn
愈,O,E,d,心,yù
。,O,S,x,UNK,UNK
祛,O,S,vg,礻,qū
寒,O,S,ag,宀,hán
不,O,B,c,一,bù
及,O,E,c,又,jí
，,O,S,x,UNK,UNK
消,O,B,n,氵,xiāo
食,O,E,n,飠,shí
不,O,B,a,一,bù
良,O,E,a,艮,liáng
，,O,S,x,UNK,UNK
惟,O,B,b,忄,wéi
有,O,E,b,月,yǒu
爸,O,B,n,父,bà
底,O,E,n,广,dǐ
