word,label,bound,flag,radical,pinyin
唇,O,B,n,口,chún
风,S-ZH,E,n,风,fēng
。,O,S,x,UNK,UNK
驴,O,S,n,马,lǘ
嘴,O,S,n,口,zuǐ
风,S-ZH,S,n,风,fēng
、,O,S,x,UNK,UNK
口,O,B,n,口,kǒu
周,O,E,n,口,zhōu
皮,O,B,n,皮,pí
炎,O,E,n,火,yán
、,O,S,x,UNK,UNK
唇,O,S,ng,口,chún
瞤,O,S,zg,目,rún
。,O,S,x,UNK,UNK
胃,O,B,n,月,wèi
经,O,E,n,纟,jīng
湿,O,B,z,氵,shī
热,S-ZH,E,z,灬,rè
。,O,S,x,UNK,UNK
临,O,B,i,丨,lín
床,O,M,i,广,chuáng
表,O,M,i,衣,biǎo
现,O,E,i,见,xiàn
唇,O,B,n,口,chún
部,O,E,n,阝,bù
灼,B-ZZ,B,z,火,zhuó
热,E-ZZ,E,z,灬,rè
，,O,S,x,UNK,UNK
红,O,B,n,纟,hóng
肿,O,E,n,月,zhǒng
痒,B-ZZ,B,a,疒,yǎng
痛,E-ZZ,E,a,疒,tòng
，,O,S,x,UNK,UNK
口,O,S,q,口,kǒu
久,O,S,a,丿,jiǔ
破,O,B,v,石,pò
裂,O,E,v,衣,liè
流,O,B,n,氵,liú
水,O,E,n,水,shuǐ
，,O,S,x,UNK,UNK
嘴,O,B,n,口,zuǐ
唇,O,E,n,口,chún
不,O,B,c,一,bù
时,O,E,c,日,shí
瞷,O,S,yg,目,jiàn
动,O,S,v,力,dòng
，,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
口,B-ZZ,B,n,口,kǒu
臭,E-ZZ,E,n,自,chòu
，,O,S,x,UNK,UNK
口,B-ZZ,B,n,口,kǒu
渴,E-ZZ,E,n,氵,kě
喜,O,S,v,口,xǐ
冷,S-ZH,B,n,冫,lěng
饮,O,E,n,饣,yǐn
，,O,S,x,UNK,UNK
大,B-ZH,S,a,大,dà
便,I-ZH,B,a,亻,biàn
秘,I-ZH,E,a,禾,mì
结,E-ZH,S,n,纟,jié
，,O,S,x,UNK,UNK
舌,B-SX,S,n,舌,shé
红,I-SX,B,nr,纟,hóng
苔,I-SX,M,nr,艹,tái
黄,E-SX,E,nr,黄,huáng
腻,O,S,v,月,nì
，,O,S,x,UNK,UNK
脉,B-MX,B,n,月,mài
滑,I-MX,M,n,氵,huá
数,E-MX,E,n,攵,shù
。,O,S,x,UNK,UNK
辨,O,B,v,辛,biàn
证,O,E,v,讠,zhèng
提,O,B,v,扌,tí
要,O,E,v,覀,yào
①,O,S,x,UNK,UNK
辨,O,B,v,辛,biàn
证,O,E,v,讠,zhèng
要,O,B,n,覀,yào
点,O,E,n,灬,diǎn
:,O,S,x,UNK,UNK
起,O,B,v,走,qǐ
病,O,E,v,疒,bìng
迅,O,B,ad,辶,xùn
速,O,E,ad,辶,sù
，,O,S,x,UNK,UNK
口,O,B,n,口,kǒu
唇,O,E,n,口,chún
灼,B-ZZ,B,z,火,zhuó
热,E-ZZ,E,z,灬,rè
，,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
局,B-ZZ,B,n,尸,jú
部,I-ZZ,E,n,阝,bù
红,I-ZZ,B,n,纟,hóng
肿,E-ZZ,E,n,月,zhǒng
痒,B-ZZ,B,a,疒,yǎng
痛,E-ZZ,E,a,疒,tòng
，,O,S,x,UNK,UNK
口,B-ZZ,B,n,口,kǒu
臭,E-ZZ,E,n,自,chòu
口,B-ZZ,B,n,口,kǒu
渴,E-ZZ,E,n,氵,kě
。,O,S,x,UNK,UNK
②,O,S,x,UNK,UNK
辨,O,S,v,辛,biàn
转,O,B,v,车,zhuǎn
化,O,E,v,亻,huà
：,O,S,x,UNK,UNK
如,O,S,v,女,rú
伤,O,B,n,亻,shāng
胃,O,E,n,月,wèi
阴,S-ZH,B,n,阝,yīn
者,O,E,n,耂,zhě
，,O,S,x,UNK,UNK
则,O,S,d,刂,zé
以,O,S,p,人,yǐ
唇,O,B,nz,口,chún
红,O,E,nz,纟,hóng
干,B-ZZ,B,a,干,gān
燥,E-ZZ,E,a,火,zào
，,O,S,x,UNK,UNK
破,O,B,v,石,pò
裂,O,E,v,衣,liè
流,O,B,v,氵,liú
血,O,E,v,血,xiě
，,O,S,x,UNK,UNK
痛,S-ZH,B,i,疒,tòng
如,O,M,i,女,rú
火,O,M,i,火,huǒ
燎,O,E,i,火,liáo
，,O,S,x,UNK,UNK
犹,O,B,l,犭,yóu
无,O,M,l,一,wú
皮,O,M,l,皮,pí
之,O,M,l,丶,zhī
状,O,E,l,犬,zhuàng
，,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
口,B-ZZ,S,q,口,kǒu
干,I-ZZ,B,nr,干,gān
少,I-ZZ,M,nr,小,shǎo
津,E-ZZ,E,nr,氵,jīn
为,O,S,p,丶,wéi
临,O,B,vn,丨,lín
床,O,E,vn,广,chuáng
特,O,B,n,牜,tè
征,O,E,n,彳,zhēng
，,O,S,x,UNK,UNK
如,O,B,i,女,rú
兼,O,M,i,丷,jiān
腑,O,E,i,月,fǔ
实,O,S,v,宀,shí
，,O,S,x,UNK,UNK
则,O,S,d,刂,zé
以,O,S,p,人,yǐ
唇,O,B,nz,口,chún
红,O,E,nz,纟,hóng
肿,B-ZZ,B,v,月,zhǒng
胀,E-ZZ,E,v,月,zhàng
，,O,S,x,UNK,UNK
口,B-ZZ,B,n,口,kǒu
渴,E-ZZ,E,n,氵,kě
口,B-ZZ,B,n,口,kǒu
臭,E-ZZ,E,n,自,chòu
，,O,S,x,UNK,UNK
大,B-ZH,S,a,大,dà
便,I-ZH,B,a,亻,biàn
秘,I-ZH,E,a,禾,mì
结,E-ZH,S,n,纟,jié
，,O,S,x,UNK,UNK
舌,B-SX,S,n,舌,shé
红,I-SX,B,nr,纟,hóng
苔,I-SX,M,nr,艹,tái
黄,E-SX,E,nr,黄,huáng
为,O,B,v,丶,wéi
主,O,E,v,丶,zhǔ
。,O,S,x,UNK,UNK
理,O,B,n,王,lǐ
法,O,E,n,氵,fǎ
概,O,B,v,木,gài
要,O,E,v,覀,yào
脾,O,B,n,月,pí
胃,O,E,n,月,wèi
素,O,B,n,糸,sù
蕴,O,E,n,艹,yùn
湿,O,B,z,氵,shī
热,S-ZH,E,z,灬,rè
，,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
复,O,B,v,夂,fù
受,O,E,v,又,shòu
风,S-ZH,B,n,风,fēng
邪,O,E,n,阝,xié
.,O,S,x,UNK,UNK
内,O,B,s,冂,nèi
外,O,E,s,夕,wài
相,O,B,v,目,xiāng
引,O,E,v,弓,yǐn
，,O,S,x,UNK,UNK
上,O,S,f,一,shàng
蒸,O,S,v,艹,zhēng
唇,O,B,n,口,chún
部,O,E,n,阝,bù
，,O,S,x,UNK,UNK
发,O,B,v,又,fā
为,O,E,v,丶,wéi
唇,O,S,ng,口,chún
风,S-ZH,S,n,风,fēng
。,O,S,x,UNK,UNK
治,O,B,v,氵,zhì
宜,O,E,v,宀,yí
清,B-ZF,B,a,氵,qīng
热,I-ZF,E,a,灬,rè
利,I-ZF,B,a,刂,lì
湿,E-ZF,E,a,氵,shī
，,O,S,x,UNK,UNK
疏,B-ZF,B,i,疋,shū
风,I-ZF,M,i,风,fēng
散,I-ZF,M,i,攵,sàn
邪,E-ZF,E,i,阝,xié
。,O,S,x,UNK,UNK
双,O,B,n,又,shuāng
解,O,E,n,角,jiě
通,O,B,nr,辶,tōng
圣,O,M,nr,土,shèng
散,O,E,nr,攵,sàn
加,O,B,v,力,jiā
减,O,E,v,冫,jiǎn
。,O,S,x,UNK,UNK
荆,B-FY,B,nr,艹,jīng
芥,E-FY,E,nr,艹,jiè
:,O,S,x,UNK,UNK
1,O,B,m,UNK,UNK
0,O,E,m,UNK,UNK
克,O,S,nr,十,kè
;,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
防,B-FY,B,n,阝,fáng
风,E-FY,E,n,风,fēng
:,O,S,x,UNK,UNK
6,O,S,m,UNK,UNK
克,O,S,nr,十,kè
;,O,S,x,UNK,UNK
薄,B-FY,B,n,艹,báo
荷,E-FY,E,n,艹,hé
:,O,S,x,UNK,UNK
6,O,S,m,UNK,UNK
克,O,S,nr,十,kè
;,O,S,x,UNK,UNK
麻,B-FY,B,nr,麻,má
黄,E-FY,E,nr,黄,huáng
:,O,S,x,UNK,UNK
3,O,S,m,UNK,UNK
克,O,S,nr,十,kè
;,O,S,x,UNK,UNK
连,B-FY,B,nr,辶,lián
翘,E-FY,E,nr,羽,qiáo
:,O,S,x,UNK,UNK
1,O,B,m,UNK,UNK
5,O,E,m,UNK,UNK
克,O,S,nr,十,kè
;,O,S,x,UNK,UNK
栀,B-FY,B,n,木,zhī
子,E-FY,E,n,子,zǐ
:,O,S,x,UNK,UNK
1,O,B,m,UNK,UNK
0,O,E,m,UNK,UNK
克,O,S,nr,十,kè
;,O,S,x,UNK,UNK
黄,B-FY,B,nr,黄,huáng
芩,E-FY,E,nr,艹,qín
:,O,S,x,UNK,UNK
1,O,B,m,UNK,UNK
0,O,E,m,UNK,UNK
克,O,S,nr,十,kè
;,O,S,x,UNK,UNK
石,B-FY,B,n,石,shí
膏,E-FY,E,n,月,gāo
:,O,S,x,UNK,UNK
1,O,B,m,UNK,UNK
0,O,E,m,UNK,UNK
克,O,S,nr,十,kè
;,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
茵,B-FY,B,n,艹,yīn
陈,E-FY,E,n,阝,chén
:,O,S,x,UNK,UNK
2,O,B,m,UNK,UNK
0,O,E,m,UNK,UNK
克,O,S,nr,十,kè
;,O,S,x,UNK,UNK
滑,B-FY,B,nr,氵,huá
石,E-FY,E,nr,石,shí
:,O,S,x,UNK,UNK
3,O,B,m,UNK,UNK
0,O,E,m,UNK,UNK
克,O,S,nr,十,kè
;,O,S,x,UNK,UNK
川,B-FY,B,n,川,chuān
芎,E-FY,E,n,艹,xiōng
:,O,S,x,UNK,UNK
1,O,B,m,UNK,UNK
0,O,E,m,UNK,UNK
克,O,S,nr,十,kè
;,O,S,x,UNK,UNK
当,B-FY,B,v,彐,dāng
归,E-FY,E,v,彐,guī
:,O,S,x,UNK,UNK
1,O,B,m,UNK,UNK
0,O,E,m,UNK,UNK
克,O,S,nr,十,kè
;,O,S,x,UNK,UNK
白,B-FY,B,n,白,bái
芍,E-FY,E,n,艹,sháo
:,O,S,x,UNK,UNK
1,O,B,m,UNK,UNK
5,O,E,m,UNK,UNK
克,O,S,nr,十,kè
;,O,S,x,UNK,UNK
桔,B-FY,B,n,木,jié
梗,E-FY,E,n,木,gěng
:,O,S,x,UNK,UNK
6,O,S,m,UNK,UNK
克,O,S,nr,十,kè
;,O,S,x,UNK,UNK
甘,B-FY,B,n,甘,gān
草,E-FY,E,n,艹,cǎo
:,O,S,x,UNK,UNK
3,O,S,m,UNK,UNK
克,O,S,nr,十,kè
;,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
T,O,B,eng,UNK,UNK
R,O,M,eng,UNK,UNK
U,O,M,eng,UNK,UNK
E,O,E,eng,UNK,UNK
。,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
