word,label,bound,flag,radical,pinyin
食,O,B,n,飠,shí
管,O,E,n,竹,guǎn
疾,O,B,n,疒,jí
病,O,E,n,疒,bìng
。,O,S,x,UNK,UNK
食,O,B,n,飠,shí
管,O,E,n,竹,guǎn
疾,O,B,n,疒,jí
病,O,E,n,疒,bìng
。,O,S,x,UNK,UNK
中,O,B,j,丨,zhōng
医,O,E,j,匚,yī
辨,O,B,v,辛,biàn
证,O,E,v,讠,zhèng
脾,B-ZH,B,n,月,pí
胃,I-ZH,E,n,月,wèi
不,E-ZH,S,d,一,bù
和,O,S,c,口,hé
，,O,S,x,UNK,UNK
升,B-ZH,B,v,十,shēng
降,I-ZH,E,v,阝,jiàng
失,I-ZH,B,a,大,shī
常,E-ZH,E,a,巾,cháng
。,O,S,x,UNK,UNK
因,O,S,p,囗,yīn
胃,O,B,n,月,wèi
脘,O,E,n,月,wǎn
部,O,S,n,阝,bù
胀,O,B,v,月,zhàng
满,O,E,v,氵,mǎn
，,O,S,x,UNK,UNK
食,O,B,n,飠,shí
后,O,E,n,口,hòu
尤,O,B,d,尢,yóu
甚,O,E,d,甘,shèn
，,O,S,x,UNK,UNK
伴,O,S,v,亻,bàn
嗳,O,B,n,口,ǎi
气,O,E,n,气,qì
3,O,S,m,UNK,UNK
个,O,S,m,人,gè
月,O,S,m,月,yuè
就,O,B,v,尢,jiù
诊,O,E,v,讠,zhěn
。,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
经,O,B,n,纟,jīng
胃,O,E,n,月,wèi
镜,O,B,j,钅,jìng
检,O,E,j,木,jiǎn
査,O,S,zg,木,chá
，,O,S,x,UNK,UNK
诊,O,B,v,讠,zhěn
断,O,E,v,斤,duàn
为,O,S,p,丶,wéi
“,O,S,x,UNK,UNK
食,O,B,n,飠,shí
管,O,E,n,竹,guǎn
裂,O,B,n,衣,liè
孔,O,E,n,子,kǒng
疝,O,S,zg,疒,shàn
，,O,S,x,UNK,UNK
浅,O,B,n,氵,qiǎn
表,O,M,n,衣,biǎo
性,O,E,n,忄,xìng
胃,O,B,n,月,wèi
炎,O,E,n,火,yán
”,O,S,x,UNK,UNK
，,O,S,x,UNK,UNK
服,O,B,vn,月,fú
用,O,E,vn,用,yòng
吗,O,S,y,口,má
丁,O,S,nr,一,dīng
啉,O,S,x,口,lán
后,O,S,f,口,hòu
，,O,S,x,UNK,UNK
症,O,B,n,疒,zhèng
状,O,E,n,犬,zhuàng
略,O,B,v,田,lüè
有,O,E,v,月,yǒu
缓,O,B,v,纟,huǎn
解,O,E,v,角,jiě
，,O,S,x,UNK,UNK
但,O,S,c,亻,dàn
停,O,B,v,亻,tíng
药,O,E,v,艹,yào
后,O,S,f,口,hòu
症,O,B,n,疒,zhèng
状,O,E,n,犬,zhuàng
反,O,B,v,又,fǎn
复,O,E,v,夂,fù
。,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
中,O,B,j,丨,zhōng
医,O,E,j,匚,yī
本,O,S,r,木,běn
无,O,S,v,一,wú
食,O,B,n,飠,shí
管,O,E,n,竹,guǎn
裂,O,B,n,衣,liè
孔,O,E,n,子,kǒng
疝,O,B,n,疒,shàn
的,O,E,n,白,dí
病,O,B,n,疒,bìng
名,O,E,n,口,míng
，,O,S,x,UNK,UNK
食,O,B,n,飠,shí
管,O,E,n,竹,guǎn
裂,O,B,n,衣,liè
孔,O,E,n,子,kǒng
疝,O,B,n,疒,shàn
的,O,E,n,白,dí
主,O,B,b,丶,zhǔ
要,O,E,b,覀,yào
临,O,B,i,丨,lín
床,O,M,i,广,chuáng
表,O,M,i,衣,biǎo
现,O,E,i,见,xiàn
与,O,S,p,一,yǔ
反,O,B,n,又,fǎn
流,O,M,n,氵,liú
性,O,E,n,忄,xìng
食,O,B,n,飠,shí
管,O,M,n,竹,guǎn
炎,O,E,n,火,yán
的,O,S,uj,白,dí
症,O,B,n,疒,zhèng
状,O,E,n,犬,zhuàng
有,O,B,vn,月,yǒu
关,O,E,vn,丷,guān
，,O,S,x,UNK,UNK
因,O,B,c,囗,yīn
而,O,E,c,而,ér
，,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
可,O,S,v,口,kě
将,O,S,d,寸,jiāng
其,O,S,r,八,qí
归,O,B,l,彐,guī
属,O,M,l,尸,shǔ
于,O,E,l,二,yú
“,O,S,x,UNK,UNK
胃,O,B,n,月,wèi
脘,O,E,n,月,wǎn
痛,S-ZH,S,a,疒,tòng
”,O,S,x,UNK,UNK
、,O,S,x,UNK,UNK
“,O,S,x,UNK,UNK
胸,O,B,n,月,xiōng
痹,O,E,n,疒,bì
”,O,S,x,UNK,UNK
、,O,S,x,UNK,UNK
“,O,S,x,UNK,UNK
反,O,B,n,又,fǎn
酸,O,E,n,酉,suān
”,O,S,x,UNK,UNK
、,O,S,x,UNK,UNK
“,O,S,x,UNK,UNK
吞,O,B,n,口,tūn
酸,O,E,n,酉,suān
”,O,S,x,UNK,UNK
等,O,S,u,竹,děng
病,O,B,n,疒,bìng
症,O,E,n,疒,zhèng
的,O,S,uj,白,dí
范,O,B,nr,艹,fàn
畴,O,E,nr,田,chóu
。,O,S,x,UNK,UNK
上,O,B,b,一,shàng
述,O,E,b,辶,shù
病,O,B,n,疒,bìng
症,O,E,n,疒,zhèng
的,O,S,uj,白,dí
产,O,B,n,亠,chǎn
生,O,E,n,生,shēng
，,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
多,O,S,m,夕,duō
因,O,S,c,囗,yīn
情,O,B,n,忄,qíng
志,O,E,n,心,zhì
内,O,B,n,冂,nèi
伤,O,E,n,亻,shāng
、,O,S,x,UNK,UNK
饮,O,B,n,饣,yǐn
食,O,E,n,飠,shí
失,O,B,v,大,shī
调,O,E,v,讠,tiáo
、,O,S,x,UNK,UNK
劳,O,B,l,力,láo
累,O,M,l,糸,léi
过,O,M,l,辶,guò
度,O,E,l,广,dù
而,O,S,c,而,ér
发,O,B,v,又,fā
病,O,E,v,疒,bìng
。,O,S,x,UNK,UNK
若,O,S,c,艹,ruò
情,O,B,n,忄,qíng
志,O,E,n,心,zhì
不,O,S,d,一,bù
畅,O,S,a,田,chàng
，,O,S,x,UNK,UNK
肝,O,B,n,月,gān
失,O,E,n,大,shī
疏,O,B,v,疋,shū
泄,O,E,v,氵,xiè
，,O,S,x,UNK,UNK
气,O,B,n,气,qì
机,O,E,n,木,jī
升,B-ZH,B,v,十,shēng
降,I-ZH,E,v,阝,jiàng
失,I-ZH,B,v,大,shī
调,E-ZH,E,v,讠,tiáo
，,O,S,x,UNK,UNK
饮,O,B,n,饣,yǐn
食,O,E,n,飠,shí
失,O,B,vn,大,shī
节,O,E,vn,艹,jié
，,O,S,x,UNK,UNK
烟,O,B,n,火,yān
酒,S-FY,E,n,酉,jiǔ
过,O,B,n,辶,guò
度,O,E,n,广,dù
，,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
损,O,B,v,扌,sǔn
伤,O,E,v,亻,shāng
脾,O,B,n,月,pí
胃,O,E,n,月,wèi
，,O,S,x,UNK,UNK
湿,B-ZH,B,z,氵,shī
热,I-ZH,E,z,灬,rè
蕴,E-ZH,B,v,艹,yùn
结,O,E,v,纟,jié
于,O,S,p,二,yú
中,O,B,n,丨,zhōng
焦,O,E,n,灬,jiāo
，,O,S,x,UNK,UNK
或,O,S,c,戈,huò
久,O,B,v,丿,jiǔ
病,O,E,v,疒,bìng
伤,O,S,v,亻,shāng
脾,O,S,n,月,pí
，,O,S,x,UNK,UNK
脾,B-ZH,B,n,月,pí
气,I-ZH,E,n,气,qì
虚,E-ZH,B,a,虍,xū
弱,O,E,a,弓,ruò
，,O,S,x,UNK,UNK
水,O,S,n,水,shuǐ
不,O,B,a,一,bù
疏,O,E,a,疋,shū
土,O,S,n,土,tǔ
，,O,S,x,UNK,UNK
致,O,B,v,至,zhì
使,O,E,v,亻,shǐ
脾,B-ZH,B,n,月,pí
胃,I-ZH,E,n,月,wèi
不,E-ZH,B,a,一,bù
和,O,E,a,口,hé
等,O,S,u,竹,děng
诸,O,B,m,讠,zhū
多,O,E,m,夕,duō
因,O,B,n,囗,yīn
素,O,E,n,糸,sù
，,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
均,O,S,d,土,jūn
可,O,S,v,口,kě
导,O,B,v,寸,dǎo
致,O,E,v,至,zhì
气,O,S,n,气,qì
、,O,S,x,UNK,UNK
瘀,S-ZH,S,g,疒,yū
互,O,S,d,二,hù
结,O,B,v,纟,jié
于,O,E,v,二,yú
食,O,B,n,飠,shí
道,O,E,n,辶,dào
，,O,S,x,UNK,UNK
胃,O,S,n,月,wèi
之,O,S,u,丶,zhī
通,O,B,v,辶,tōng
降,O,E,v,阝,jiàng
受,O,B,v,又,shòu
阻,O,E,v,阝,zǔ
，,O,S,x,UNK,UNK
而,O,B,c,而,ér
见,O,E,c,见,jiàn
恶,B-ZZ,B,n,心,è
心,E-ZZ,E,n,心,xīn
、,O,S,x,UNK,UNK
呕,B-ZZ,B,v,口,ǒu
吐,E-ZZ,E,v,口,tǔ
、,O,S,x,UNK,UNK
反,O,B,n,又,fǎn
酸,O,E,n,酉,suān
、,O,S,x,UNK,UNK
嗳,O,B,n,口,ǎi
气,O,E,n,气,qì
、,O,S,x,UNK,UNK
胸,O,B,n,月,xiōng
骨,O,E,n,骨,gǔ
后,O,S,f,口,hòu
疼,B-ZZ,B,n,疒,téng
痛,E-ZZ,E,n,疒,tòng
烧,O,B,n,火,shāo
灼,O,M,n,火,zhuó
感,O,E,n,心,gǎn
等,O,S,u,竹,děng
症,O,B,n,疒,zhèng
状,O,E,n,犬,zhuàng
，,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
甚,O,B,d,甘,shèn
而,O,E,d,而,ér
食,O,B,n,飠,shí
人,O,E,n,人,rén
反,O,B,v,又,fǎn
出,O,E,v,凵,chū
。,O,S,x,UNK,UNK
在,O,S,p,土,zài
食,O,B,n,飠,shí
管,O,E,n,竹,guǎn
裂,O,B,n,衣,liè
孔,O,E,n,子,kǒng
疝,O,B,n,疒,shàn
的,O,E,n,白,dí
发,O,B,v,又,fā
病,O,E,v,疒,bìng
i,O,B,eng,UNK,UNK
l,O,E,eng,UNK,UNK
程,O,B,nr,禾,chéng
中,O,E,nr,丨,zhōng
，,O,S,x,UNK,UNK
脾,O,B,n,月,pí
胃,O,E,n,月,wèi
升,O,B,v,十,shēng
降,O,E,v,阝,jiàng
功,O,B,n,力,gōng
能,O,E,n,月,néng
失,O,B,a,大,shī
常,O,E,a,巾,cháng
是,O,S,v,日,shì
重,O,B,a,里,zhòng
要,O,E,a,覀,yào
的,O,S,uj,白,dí
原,O,B,n,厂,yuán
因,O,E,n,囗,yīn
。,O,S,x,UNK,UNK
脾,O,B,n,月,pí
胃,O,E,n,月,wèi
居,O,B,v,尸,jū
于,O,E,v,二,yú
中,O,B,n,丨,zhōng
焦,O,E,n,灬,jiāo
，,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
为,O,S,p,丶,wéi
人,O,B,n,人,rén
体,O,E,n,亻,tǐ
气,O,B,n,气,qì
机,O,E,n,木,jī
升,O,B,v,十,shēng
降,O,E,v,阝,jiàng
之,O,S,u,丶,zhī
枢,O,B,n,木,shū
纽,O,E,n,纟,niǔ
。,O,S,x,UNK,UNK
脾,O,B,n,月,pí
主,O,M,n,丶,zhǔ
升,O,E,n,十,shēng
，,O,S,x,UNK,UNK
胃,O,B,n,月,wèi
主,O,E,n,丶,zhǔ
降,O,S,v,阝,jiàng
。,O,S,x,UNK,UNK
脾,O,B,n,月,pí
胃,O,E,n,月,wèi
升,O,B,v,十,shēng
降,O,E,v,阝,jiàng
正,O,B,d,止,zhèng
常,O,E,d,巾,cháng
，,O,S,x,UNK,UNK
出,O,B,v,凵,chū
入,O,E,v,入,rù
有,O,B,n,月,yǒu
序,O,E,n,广,xù
，,O,S,x,UNK,UNK
才,O,B,v,扌,cái
能,O,E,v,月,néng
维,O,B,v,纟,wéi
持,O,E,v,扌,chí
“,O,S,x,UNK,UNK
清,O,B,ns,氵,qīng
阳,S-ZH,E,ns,阝,yáng
出,O,B,v,凵,chū
上,O,E,v,一,shàng
窍,O,S,n,穴,qiào
，,O,S,x,UNK,UNK
浊,O,B,n,氵,zhuó
阴,S-ZH,E,n,阝,yīn
出,O,B,v,凵,chū
下,O,E,v,一,xià
窍,O,S,n,穴,qiào
",",O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
清,O,B,ns,氵,qīng
阳,S-ZH,E,ns,阝,yáng
发,O,S,v,又,fā
腠,O,B,n,月,còu
理,O,E,n,王,lǐ
，,O,S,x,UNK,UNK
浊,O,B,n,氵,zhuó
阴,S-ZH,E,n,阝,yīn
走,O,S,v,走,zǒu
五,O,B,n,二,wǔ
脏,O,E,n,月,zàng
",",O,S,x,UNK,UNK
清,O,B,ns,氵,qīng
阳,S-ZH,E,ns,阝,yáng
实,O,S,n,宀,shí
四,O,B,n,囗,sì
肢,O,E,n,月,zhī
，,O,S,x,UNK,UNK
浊,O,B,n,氵,zhuó
阴,S-ZH,E,n,阝,yīn
归,O,S,v,彐,guī
六,O,B,n,八,liù
腑,O,E,n,月,fǔ
”,O,S,x,UNK,UNK
的,O,S,uj,白,dí
正,O,B,d,止,zhèng
常,O,E,d,巾,cháng
运,O,B,vn,辶,yùn
动,O,E,vn,力,dòng
。,O,S,x,UNK,UNK
脾,O,B,n,月,pí
胃,O,E,n,月,wèi
为,O,S,p,丶,wéi
后,O,B,t,口,hòu
天,O,E,t,大,tiān
之,O,S,u,丶,zhī
本,O,S,r,木,běn
，,O,S,x,UNK,UNK
气,B-ZH,B,n,气,qì
血,E-ZH,E,n,血,xiě
生,O,B,vn,生,shēng
化,O,E,vn,亻,huà
之,O,S,u,丶,zhī
源,O,S,ng,氵,yuán
，,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
为,O,S,p,丶,wéi
脏,O,B,n,月,zàng
腑,O,E,n,月,fǔ
升,O,B,v,十,shēng
降,O,E,v,阝,jiàng
的,O,S,uj,白,dí
轴,O,B,n,车,zhóu
心,O,E,n,心,xīn
，,O,S,x,UNK,UNK
故,O,S,n,攵,gù
“,O,S,x,UNK,UNK
脾,O,B,n,月,pí
脏,O,E,n,月,zàng
居,O,B,v,尸,jū
中,O,E,v,丨,zhōng
，,O,S,x,UNK,UNK
为,O,S,p,丶,wéi
上,O,B,f,一,shàng
下,O,E,f,一,xià
升,O,B,v,十,shēng
降,O,E,v,阝,jiàng
之,O,S,u,丶,zhī
枢,O,B,n,木,shū
纽,O,E,n,纟,niǔ
”,O,S,x,UNK,UNK
。,O,S,x,UNK,UNK
《,O,S,x,UNK,UNK
医,O,S,v,匚,yī
碥,O,S,g,石,biǎn
》,O,S,x,UNK,UNK
谓,O,S,v,讠,wèi
脾,O,B,n,月,pí
胃,O,E,n,月,wèi
运,O,B,vn,辶,yùn
化,O,E,vn,亻,huà
失,O,B,a,大,shī
常,O,E,a,巾,cháng
，,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
可,O,B,c,口,kě
以,O,E,c,人,yǐ
导,O,B,v,寸,dǎo
致,O,E,v,至,zhì
受,O,B,v,又,shòu
纳,O,E,v,纟,nà
、,O,S,x,UNK,UNK
运,O,B,vn,辶,yùn
化,O,E,vn,亻,huà
功,O,B,n,力,gōng
能,O,E,n,月,néng
紊,O,B,a,糸,wěn
乱,O,E,a,乙,luàn
，,O,S,x,UNK,UNK
发,O,B,v,又,fā
生,O,E,v,生,shēng
种,O,B,q,禾,zhǒng
种,O,E,q,禾,zhǒng
病,O,B,v,疒,bìng
变,O,E,v,又,biàn
脾,O,B,n,月,pí
气,O,E,n,气,qì
不,O,S,d,一,bù
升,O,S,zg,十,shēng
，,O,S,x,UNK,UNK
则,O,S,d,刂,zé
不,O,B,v,一,bù
能,O,E,v,月,néng
运,O,S,n,辶,yùn
化,O,B,n,亻,huà
水,O,M,n,水,shuǐ
谷,O,E,n,谷,gǔ
精,O,B,a,米,jīng
微,O,E,a,彳,wēi
，,O,S,x,UNK,UNK
从,O,B,c,人,cóng
而,O,E,c,而,ér
出,O,B,v,凵,chū
现,O,E,v,见,xiàn
痞,O,B,n,疒,pǐ
满,O,E,n,氵,mǎn
、,O,S,x,UNK,UNK
腹,B-ZZ,B,v,月,fù
胀,E-ZZ,E,v,月,zhàng
等,O,S,u,竹,děng
症,O,S,ng,疒,zhèng
；,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
胃,O,B,n,月,wèi
气,O,E,n,气,qì
不,O,B,v,一,bù
降,O,E,v,阝,jiàng
，,O,S,x,UNK,UNK
则,O,S,d,刂,zé
糟,S-FY,B,n,米,zāo
粕,O,E,n,米,pò
不,O,B,v,一,bù
能,O,E,v,月,néng
向,O,B,v,口,xiàng
下,O,E,v,一,xià
传,O,B,v,亻,chuán
递,O,E,v,辶,dì
，,O,S,x,UNK,UNK
而,O,S,c,而,ér
出,O,B,v,凵,chū
现,O,E,v,见,xiàn
脘,O,S,g,月,wǎn
腹,B-ZZ,B,n,月,fù
胀,E-ZZ,M,n,月,zhàng
满,O,E,n,氵,mǎn
、,O,S,x,UNK,UNK
疼,B-ZZ,B,n,疒,téng
痛,E-ZZ,E,n,疒,tòng
、,O,S,x,UNK,UNK
嘈,B-ZZ,B,a,口,cáo
杂,E-ZZ,E,a,木,zá
等,O,S,u,竹,děng
症,O,S,ng,疒,zhèng
",",O,S,x,UNK,UNK
胃,O,B,n,月,wèi
气,O,E,n,气,qì
不,O,B,l,一,bù
降,O,M,l,阝,jiàng
反,O,M,l,又,fǎn
升,O,E,l,十,shēng
，,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
则,O,S,d,刂,zé
发,O,B,v,又,fā
生,O,E,v,生,shēng
呕,B-ZZ,B,v,口,ǒu
吐,E-ZZ,E,v,口,tǔ
、,O,S,x,UNK,UNK
呃,B-ZZ,B,v,口,è
逆,E-ZZ,E,v,辶,nì
、,O,S,x,UNK,UNK
嗳,O,B,n,口,ǎi
气,O,E,n,气,qì
、,O,S,x,UNK,UNK
反,O,B,v,又,fǎn
胃,O,E,v,月,wèi
、,O,S,x,UNK,UNK
反,O,B,n,又,fǎn
酸,O,E,n,酉,suān
等,O,S,u,竹,děng
症,O,S,ng,疒,zhèng
。,O,S,x,UNK,UNK
若,O,S,c,艹,ruò
脾,O,B,n,月,pí
气,O,E,n,气,qì
不,O,S,d,一,bù
升,O,S,zg,十,shēng
，,O,S,x,UNK,UNK
胃,O,B,n,月,wèi
气,O,E,n,气,qì
不,O,B,v,一,bù
降,O,E,v,阝,jiàng
