word,label,bound,flag,radical,pinyin
胰,O,B,n,月,yí
腺,O,E,n,月,xiàn
病,O,B,v,疒,bìng
变,O,E,v,又,biàn
。,O,S,x,UNK,UNK
胰,O,B,n,月,yí
腺,O,E,n,月,xiàn
病,O,B,v,疒,bìng
变,O,E,v,又,biàn
。,O,S,x,UNK,UNK
实,O,B,v,宀,shí
热,S-ZH,E,v,灬,rè
壅,O,B,v,土,yōng
闭,O,E,v,门,bì
，,O,S,x,UNK,UNK
气,B-ZH,B,n,气,qì
血,I-ZH,E,n,血,xiě
壅,I-ZH,S,g,土,yōng
滞,E-ZH,S,vg,氵,zhì
。,O,S,x,UNK,UNK
因,O,S,p,囗,yīn
与,O,S,p,一,yǔ
别,O,B,r,刂,bié
人,O,E,r,人,rén
口,O,B,n,口,kǒu
角,O,E,n,角,jiǎo
，,O,S,x,UNK,UNK
气,O,B,i,气,qì
怒,O,M,i,心,nù
未,O,M,i,木,wèi
息,O,E,i,心,xī
，,O,S,x,UNK,UNK
而,O,S,c,而,ér
骤,O,B,v,马,zhòu
进,O,E,v,辶,jìn
午,O,B,n,十,wǔ
餐,O,E,n,飠,cān
，,O,S,x,UNK,UNK
引,O,B,v,弓,yǐn
起,O,E,v,走,qǐ
腹,B-ZZ,B,n,月,fù
痛,E-ZZ,E,n,疒,tòng
发,O,B,vn,又,fā
作,O,E,vn,亻,zuò
。,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
初,O,S,f,刀,chū
起,O,S,v,走,qǐ
腹,O,B,n,月,fù
部,O,E,n,阝,bù
持,O,B,n,扌,chí
续,O,M,n,纟,xù
性,O,E,n,忄,xìng
疼,B-ZZ,B,n,疒,téng
痛,E-ZZ,E,n,疒,tòng
，,O,S,x,UNK,UNK
有,O,B,r,月,yǒu
时,O,E,r,日,shí
加,O,B,v,力,jiā
剧,O,E,v,刂,jù
，,O,S,x,UNK,UNK
辗,O,B,v,车,zhǎn
转,O,E,v,车,zhuǎn
床,O,B,n,广,chuáng
头,O,E,n,大,tóu
，,O,S,x,UNK,UNK
痛,S-ZH,B,n,疒,tòng
势,O,E,n,力,shì
难,O,B,a,隹,nán
忍,O,E,a,心,rěn
，,O,S,x,UNK,UNK
痛,S-ZH,B,n,疒,tòng
剧,O,E,n,刂,jù
时,O,S,n,日,shí
自,O,B,d,自,zì
觉,O,E,d,见,jué
胃,B-ZH,B,n,月,wèi
气,I-ZH,E,n,气,qì
上,E-ZH,S,f,一,shàng
逆,O,S,vg,辶,nì
，,O,S,x,UNK,UNK
曾,O,S,d,曰,zēng
呕,B-ZZ,B,v,口,ǒu
吐,E-ZZ,E,v,口,tǔ
五,O,B,m,二,wǔ
六,O,M,m,八,liù
次,O,E,m,欠,cì
，,O,S,x,UNK,UNK
心,O,B,s,心,xīn
中,O,E,s,丨,zhōng
灼,B-ZZ,B,z,火,zhuó
热,E-ZZ,E,z,灬,rè
，,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
口,B-ZZ,B,n,口,kǒu
渴,I-ZZ,E,n,氵,kě
不,I-ZZ,S,d,一,bù
欲,I-ZZ,S,d,欠,yù
饮,E-ZZ,S,v,饣,yǐn
，,O,S,x,UNK,UNK
面,B-ZZ,B,n,面,miàn
红,E-ZZ,E,n,纟,hóng
颧,B-ZZ,B,n,页,quán
赤,E-ZZ,E,n,赤,chì
，,O,S,x,UNK,UNK
呼,O,B,v,口,hū
吸,O,E,v,口,xī
气,B-ZZ,B,a,气,qì
促,E-ZZ,E,a,亻,cù
，,O,S,x,UNK,UNK
手,O,B,v,手,shǒu
足,O,E,v,足,zú
逆,O,S,vg,辶,nì
冷,S-ZH,S,a,冫,lěng
，,O,S,x,UNK,UNK
身,B-ZZ,B,n,身,shēn
热,E-ZZ,E,n,灬,rè
恶,B-ZZ,B,b,心,è
寒,E-ZZ,E,b,宀,hán
，,O,S,x,UNK,UNK
腹,B-ZZ,B,n,月,fù
痛,E-ZZ,E,n,疒,tòng
拒,B-ZZ,B,i,扌,jù
按,E-ZZ,E,i,扌,àn
而,O,S,c,而,ér
腹,O,B,n,月,fù
壁,O,E,n,土,bì
紧,O,B,a,糸,jǐn
急,O,E,a,心,jí
。,O,S,x,UNK,UNK
本,O,B,r,木,běn
案,O,E,r,木,àn
患,O,B,n,心,huàn
者,O,E,n,耂,zhě
出,O,B,v,凵,chū
现,O,E,v,见,xiàn
心,O,B,s,心,xīn
中,O,E,s,丨,zhōng
灼,B-ZZ,B,z,火,zhuó
热,E-ZZ,E,z,灬,rè
，,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
口,B-ZZ,B,n,口,kǒu
渴,I-ZZ,E,n,氵,kě
不,I-ZZ,S,d,一,bù
欲,I-ZZ,S,d,欠,yù
饮,E-ZZ,S,v,饣,yǐn
，,O,S,x,UNK,UNK
面,B-ZZ,B,n,面,miàn
红,E-ZZ,E,n,纟,hóng
颧,B-ZZ,B,n,页,quán
赤,E-ZZ,E,n,赤,chì
，,O,S,x,UNK,UNK
呼,O,B,v,口,hū
吸,O,E,v,口,xī
气,B-ZZ,B,a,气,qì
促,E-ZZ,E,a,亻,cù
，,O,S,x,UNK,UNK
手,O,B,v,手,shǒu
足,O,E,v,足,zú
逆,O,S,vg,辶,nì
冷,S-ZH,S,a,冫,lěng
，,O,S,x,UNK,UNK
身,B-ZZ,B,n,身,shēn
热,E-ZZ,E,n,灬,rè
恶,B-ZZ,B,b,心,è
寒,E-ZZ,E,b,宀,hán
，,O,S,x,UNK,UNK
腹,B-ZZ,B,n,月,fù
痛,E-ZZ,E,n,疒,tòng
拒,B-ZZ,B,i,扌,jù
按,E-ZZ,E,i,扌,àn
而,O,S,c,而,ér
腹,O,B,n,月,fù
壁,O,E,n,土,bì
紧,O,B,a,糸,jǐn
急,O,E,a,心,jí
。,O,S,x,UNK,UNK
其,O,S,r,八,qí
手,O,B,v,手,shǒu
足,O,E,v,足,zú
厥,O,S,r,厂,jué
冷,S-ZH,S,a,冫,lěng
，,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
是,O,S,v,日,shì
实,O,B,v,宀,shí
热,S-ZH,E,v,灬,rè
壅,O,B,v,土,yōng
闭,O,E,v,门,bì
或,O,S,c,戈,huò
湿,O,B,z,氵,shī
热,S-ZH,E,z,灬,rè
阻,B-ZH,B,v,阝,zǔ
滞,I-ZH,E,v,氵,zhì
中,I-ZH,B,n,丨,zhōng
焦,E-ZH,E,n,灬,jiāo
，,O,S,x,UNK,UNK
阳,S-ZH,B,n,阝,yáng
气,O,E,n,气,qì
不,O,B,v,一,bù
能,O,E,v,月,néng
外,O,S,f,夕,wài
达,O,B,v,辶,dá
于,O,E,v,二,yú
四,O,B,n,囗,sì
肢,O,E,n,月,zhī
，,O,S,x,UNK,UNK
“,O,S,x,UNK,UNK
热,S-ZH,S,a,灬,rè
深,O,B,n,氵,shēn
厥,O,E,n,厂,jué
亦,O,S,d,亠,yì
深,O,S,a,氵,shēn
”,O,S,x,UNK,UNK
所,O,B,c,户,suǒ
致,O,E,c,至,zhì
。,O,S,x,UNK,UNK
临,O,B,vn,丨,lín
床,O,E,vn,广,chuáng
