word,label,bound,flag,radical,pinyin
口,O,S,q,口,kǒu
淡,O,S,a,氵,dàn
。,O,S,x,UNK,UNK
口,O,B,s,口,kǒu
中,O,E,s,丨,zhōng
乏,O,B,a,丿,fá
味,O,E,a,口,wèi
。,O,S,x,UNK,UNK
脾,B-ZH,B,n,月,pí
胃,I-ZH,E,n,月,wèi
气,I-ZH,B,n,气,qì
虚,E-ZH,E,n,虍,xū
。,O,S,x,UNK,UNK
临,O,B,i,丨,lín
床,O,M,i,广,chuáng
表,O,M,i,衣,biǎo
现,O,E,i,见,xiàn
口,O,S,q,口,kǒu
淡,O,S,a,氵,dàn
无,O,B,d,一,wú
味,O,E,d,口,wèi
，,O,S,x,UNK,UNK
甚,O,B,r,甘,shèn
者,O,E,r,耂,zhě
食,O,B,l,飠,shí
不,O,M,l,一,bù
知,O,M,l,矢,zhī
味,O,E,l,口,wèi
，,O,S,x,UNK,UNK
不,O,S,d,一,bù
欲,O,S,d,欠,yù
饮,O,B,n,饣,yǐn
食,O,E,n,飠,shí
，,O,S,x,UNK,UNK
神,B-ZZ,B,i,礻,shén
疲,E-ZZ,E,i,疒,pí
气,B-ZZ,B,n,气,qì
短,I-ZZ,E,n,矢,duǎn
乏,I-ZZ,B,a,丿,fá
力,E-ZZ,E,a,力,lì
，,O,S,x,UNK,UNK
脘,B-ZZ,S,g,月,wǎn
痞,E-ZZ,B,n,疒,pǐ
腹,B-ZZ,E,n,月,fù
张,E-ZZ,S,nr,弓,zhāng
，,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
舌,B-SX,S,n,舌,shé
淡,I-SX,S,a,氵,dàn
苔,I-SX,S,ng,艹,tái
白,E-SX,S,nr,白,bái
，,O,S,x,UNK,UNK
脉,B-MX,S,ng,月,mài
虚,I-MX,B,a,虍,xū
弱,E-MX,E,a,弓,ruò
。,O,S,x,UNK,UNK
辨,O,B,v,辛,biàn
证,O,E,v,讠,zhèng
提,O,B,v,扌,tí
要,O,E,v,覀,yào
本,O,S,r,木,běn
证,O,B,v,讠,zhèng
以,O,E,v,人,yǐ
口,O,S,q,口,kǒu
淡,O,S,a,氵,dàn
无,O,B,d,一,wú
味,O,E,d,口,wèi
，,O,S,x,UNK,UNK
神,B-ZZ,S,n,礻,shén
疲,I-ZZ,B,a,疒,pí
乏,I-ZZ,E,a,丿,fá
力,E-ZZ,S,n,力,lì
，,O,S,x,UNK,UNK
舌,B-SX,S,n,舌,shé
淡,E-SX,B,n,氵,dàn
脉,B-MX,E,n,月,mài
弱,E-MX,S,a,弓,ruò
为,O,S,p,丶,wéi
辨,O,B,v,辛,biàn
证,O,E,v,讠,zhèng
要,O,B,n,覀,yào
点,O,E,n,灬,diǎn
.,O,S,x,UNK,UNK
理,O,B,n,王,lǐ
法,O,E,n,氵,fǎ
概,O,B,v,木,gài
要,O,E,v,覀,yào
大,O,B,n,大,dà
病,O,E,n,疒,bìng
久,O,B,v,丿,jiǔ
病,O,E,v,疒,bìng
之,O,B,f,丶,zhī
后,O,E,f,口,hòu
，,O,S,x,UNK,UNK
