word,label,bound,flag,radical,pinyin
痉,O,B,vn,疒,jìng
证,O,E,vn,讠,zhèng
。,O,S,x,UNK,UNK
阳,S-ZH,B,nr,阝,yáng
明,O,E,nr,日,míng
热,S-ZH,B,a,灬,rè
盛,O,E,a,皿,shèng
。,O,S,x,UNK,UNK
临,O,B,i,丨,lín
床,O,M,i,广,chuáng
表,O,M,i,衣,biǎo
现,O,E,i,见,xiàn
项,O,B,n,页,xiàng
背,O,E,n,月,bèi
强,O,B,d,弓,qiáng
直,O,E,d,目,zhí
，,O,S,x,UNK,UNK
甚,O,B,r,甘,shèn
者,O,E,r,耂,zhě
角,B-ZZ,B,n,角,jiǎo
弓,I-ZZ,M,n,弓,gōng
反,I-ZZ,M,n,又,fǎn
张,E-ZZ,E,n,弓,zhāng
，,O,S,x,UNK,UNK
手,O,B,v,手,shǒu
足,O,E,v,足,zú
挛,O,B,v,手,luán
急,O,E,v,心,jí
，,O,S,x,UNK,UNK
心,B-ZZ,B,a,心,xīn
烦,I-ZZ,E,a,火,fán
口,I-ZZ,B,n,口,kǒu
渴,E-ZZ,E,n,氵,kě
，,O,S,x,UNK,UNK
发,B-ZZ,B,v,又,fā
热,E-ZZ,E,v,灬,rè
胸,B-ZZ,B,n,月,xiōng
闷,E-ZZ,E,n,门,mèn
，,O,S,x,UNK,UNK
腹,B-ZZ,B,v,月,fù
满,I-ZZ,E,v,氵,mǎn
便,I-ZZ,B,a,亻,biàn
秘,E-ZZ,E,a,禾,mì
，,O,S,x,UNK,UNK
舌,B-SX,B,n,舌,shé
质,I-SX,E,n,贝,zhì
红,E-SX,S,a,纟,hóng
赤,O,S,vg,赤,chì
，,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
苔,B-SX,S,ng,艹,tái
黄,E-SX,B,nr,黄,huáng
厚,O,E,nr,厂,hòu
而,O,S,c,而,ér
燥,O,S,ag,火,zào
，,O,S,x,UNK,UNK
脉,B-MX,B,n,月,mài
数,E-MX,E,n,攵,shù
而,O,S,c,而,ér
有,O,B,n,月,yǒu
力,O,E,n,力,lì
。,O,S,x,UNK,UNK
辨,O,B,v,辛,biàn
证,O,E,v,讠,zhèng
提,O,B,v,扌,tí
要,O,E,v,覀,yào
①,O,S,x,UNK,UNK
辨,O,B,v,辛,biàn
证,O,E,v,讠,zhèng
要,O,B,n,覀,yào
点,O,E,n,灬,diǎn
：,O,S,x,UNK,UNK
高,B-ZZ,B,a,高,gāo
热,E-ZZ,E,a,灬,rè
，,O,S,x,UNK,UNK
腹,B-ZZ,B,n,月,fù
胀,E-ZZ,M,n,月,zhàng
满,O,E,n,氵,mǎn
疼,B-ZZ,B,n,疒,téng
痛,E-ZZ,E,n,疒,tòng
或,O,S,c,戈,huò
拒,B-ZZ,B,i,扌,jù
按,E-ZZ,E,i,扌,àn
，,O,S,x,UNK,UNK
大,B-ZH,S,a,大,dà
便,I-ZH,B,a,亻,biàn
秘,I-ZH,E,a,禾,mì
结,E-ZH,S,n,纟,jié
。,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
②,O,S,x,UNK,UNK
辨,O,S,vg,辛,biàn
类,O,S,q,米,lèi
证,O,S,n,讠,zhèng
:,O,S,x,UNK,UNK
阳,S-ZH,B,nr,阝,yáng
明,O,E,nr,日,míng
热,S-ZH,B,a,灬,rè
盛,O,E,a,皿,shèng
与,O,S,p,一,yǔ
肝,O,B,n,月,gān
经,O,E,n,纟,jīng
热,S-ZH,B,n,灬,rè
证,O,E,n,讠,zhèng
均,O,S,d,土,jūn
有,O,S,v,月,yǒu
热,S-ZH,S,a,灬,rè
势,O,S,ng,力,shì
鸱,O,S,g,鸟,chī
张,O,B,nr,弓,zhāng
之,O,E,nr,丶,zhī
临,O,B,i,丨,lín
床,O,M,i,广,chuáng
表,O,M,i,衣,biǎo
现,O,E,i,见,xiàn
。,O,S,x,UNK,UNK
前,O,B,n,刂,qián
者,O,E,n,耂,zhě
为,O,S,p,丶,wéi
实,O,B,v,宀,shí
热,S-ZH,E,v,灬,rè
;,O,S,x,UNK,UNK
后,O,B,n,口,hòu
者,O,E,n,耂,zhě
热,S-ZH,B,a,灬,rè
盛,O,E,a,皿,shèng
风,S-ZH,B,n,风,fēng
动,O,E,n,力,dòng
。,O,S,x,UNK,UNK
前,O,B,n,刂,qián
者,O,E,n,耂,zhě
以,O,S,p,人,yǐ
腹,B-ZZ,B,v,月,fù
满,E-ZZ,E,v,氵,mǎn
实,O,B,v,宀,shí
证,O,E,v,讠,zhèng
为,O,S,p,丶,wéi
特,O,B,n,牜,tè
点,O,E,n,灬,diǎn
;,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
后,O,B,n,口,hòu
者,O,E,n,耂,zhě
以,O,S,p,人,yǐ
营,O,B,n,艹,yíng
阴,S-ZH,E,n,阝,yīn
耗,O,B,v,耒,hào
伤,O,E,v,亻,shāng
为,O,B,v,丶,wéi
主,O,E,v,丶,zhǔ
，,O,S,x,UNK,UNK
可,O,B,v,口,kě
见,O,E,v,见,jiàn
舌,B-SX,B,n,舌,shé
质,I-SX,E,n,贝,zhì
红,I-SX,B,nr,纟,hóng
绛,E-SX,E,nr,纟,jiàng
、,O,S,x,UNK,UNK
少,B-SX,S,a,小,shǎo
苔,E-SX,S,ng,艹,tái
，,O,S,x,UNK,UNK
腹,O,B,n,月,fù
部,O,E,n,阝,bù
证,O,S,n,讠,zhèng
不,O,S,d,一,bù
明,O,B,a,日,míng
显,O,E,a,日,xiǎn
。,O,S,x,UNK,UNK
理,O,B,n,王,lǐ
法,O,E,n,氵,fǎ
概,O,B,v,木,gài
要,O,E,v,覀,yào
胃,O,B,n,月,wèi
热,S-ZH,E,n,灬,rè
亢,O,B,a,亠,kàng
盛,O,E,a,皿,shèng
，,O,S,x,UNK,UNK
邪,O,S,a,阝,xié
热,S-ZH,S,a,灬,rè
内,O,B,n,冂,nèi
蕴,O,E,n,艹,yùn
，,O,S,x,UNK,UNK
燥,O,B,a,火,zào
实,O,E,a,宀,shí
结,O,B,v,纟,jié
于,O,E,v,二,yú
肠,O,B,n,月,cháng
间,O,E,n,门,jiān
，,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
热,S-ZH,B,a,灬,rè
盛,O,E,a,皿,shèng
伤,O,S,v,亻,shāng
津,O,S,j,氵,jīn
，,O,S,x,UNK,UNK
津,O,S,j,氵,jīn
伤,O,S,v,亻,shāng
血,O,S,n,血,xiě
少,O,S,a,小,shǎo
，,O,S,x,UNK,UNK
筋,O,B,n,竹,jīn
脉,O,E,n,月,mài
失,O,B,v,大,shī
养,O,E,v,丷,yǎng
发,O,B,v,又,fā
为,O,E,v,丶,wéi
痉,O,B,vn,疒,jìng
证,O,E,vn,讠,zhèng
。,O,S,x,UNK,UNK
治,O,B,v,氵,zhì
宜,O,E,v,宀,yí
清,O,S,a,氵,qīng
泄,O,S,vg,氵,xiè
胃,O,S,n,月,wèi
热,S-ZH,S,a,灬,rè
，,O,S,x,UNK,UNK
存,O,S,v,子,cún
阴,S-ZH,B,v,阝,yīn
止,O,E,v,止,zhǐ
痉,O,S,vn,疒,jìng
。,O,S,x,UNK,UNK
增,B-FJ,B,n,土,zēng
液,I-FJ,E,n,氵,yè
承,I-FJ,B,nr,乙,chéng
气,I-FJ,M,nr,气,qì
汤,E-FJ,E,nr,氵,tāng
。,O,S,x,UNK,UNK
玄,B-FY,B,nr,玄,xuán
参,E-FY,E,nr,厶,cān
:,O,S,x,UNK,UNK
3,O,B,m,UNK,UNK
0,O,E,m,UNK,UNK
克,O,S,nr,十,kè
;,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
麦,B-FY,B,nr,麦,mài
冬,E-FY,E,nr,夂,dōng
:,O,S,x,UNK,UNK
2,O,B,m,UNK,UNK
5,O,E,m,UNK,UNK
克,O,S,nr,十,kè
;,O,S,x,UNK,UNK
生,B-FY,B,n,生,shēng
地,E-FY,E,n,土,dì
:,O,S,x,UNK,UNK
2,O,B,m,UNK,UNK
5,O,E,m,UNK,UNK
克,O,S,nr,十,kè
;,O,S,x,UNK,UNK
大,B-FY,B,b,大,dà
黄,E-FY,E,b,黄,huáng
:,O,S,x,UNK,UNK
9,O,S,m,UNK,UNK
克,O,S,nr,十,kè
;,O,S,x,UNK,UNK
芒,B-FY,B,n,艹,máng
硝,E-FY,E,n,石,xiāo
:,O,S,x,UNK,UNK
5,O,S,m,UNK,UNK
克,O,S,nr,十,kè
;,O,S,x,UNK,UNK
T,O,B,eng,UNK,UNK
R,O,M,eng,UNK,UNK
U,O,M,eng,UNK,UNK
E,O,E,eng,UNK,UNK
。,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
