word,label,bound,flag,radical,pinyin
积,O,B,v,禾,jī
聚,O,E,v,耳,jù
。,O,S,x,UNK,UNK
聚,O,B,v,耳,jù
证,O,E,v,讠,zhèng
。,O,S,x,UNK,UNK
肝,B-ZH,B,n,月,gān
气,I-ZH,E,n,气,qì
郁,E-ZH,B,a,阝,yù
滞,O,E,a,氵,zhì
。,O,S,x,UNK,UNK
临,O,B,i,丨,lín
床,O,M,i,广,chuáng
表,O,M,i,衣,biǎo
现,O,E,i,见,xiàn
腹,O,B,s,月,fù
中,O,E,s,丨,zhōng
气,O,B,n,气,qì
聚,O,E,n,耳,jù
，,O,S,x,UNK,UNK
攻,O,B,v,攵,gōng
窜,O,E,v,穴,cuàn
胀,O,B,v,月,zhàng
痛,S-ZH,E,v,疒,tòng
，,O,S,x,UNK,UNK
时,O,S,ng,日,shí
聚,O,S,v,耳,jù
时,O,S,ng,日,shí
散,O,S,v,攵,sàn
;,O,S,x,UNK,UNK
脘,O,S,g,月,wǎn
胁,O,S,ng,月,xié
之,O,B,f,丶,zhī
间,O,E,f,门,jiān
时,O,S,ng,日,shí
或,O,S,c,戈,huò
不,O,B,a,一,bù
适,O,E,a,辶,shì
，,O,S,x,UNK,UNK
脉,B-MX,B,n,月,mài
弦,E-MX,E,n,弓,xián
。,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
辨,O,B,v,辛,biàn
证,O,E,v,讠,zhèng
提,O,B,v,扌,tí
要,O,E,v,覀,yào
①,O,S,x,UNK,UNK
辨,O,S,vg,辛,biàn
诬,O,S,vg,讠,wū
要,O,B,n,覀,yào
点,O,E,n,灬,diǎn
:,O,S,x,UNK,UNK
腹,O,B,s,月,fù
中,O,E,s,丨,zhōng
气,O,B,n,气,qì
聚,O,E,n,耳,jù
，,O,S,x,UNK,UNK
时,O,S,ng,日,shí
聚,O,S,v,耳,jù
时,O,S,ng,日,shí
散,O,S,v,攵,sàn
。,O,S,x,UNK,UNK
②,O,S,x,UNK,UNK
辨,O,S,v,辛,biàn
体,O,B,n,亻,tǐ
质,O,E,n,贝,zhì
:,O,S,x,UNK,UNK
素,O,B,n,糸,sù
体,O,E,n,亻,tǐ
阳,S-ZH,B,nr,阝,yáng
亢,O,M,nr,亠,kàng
者,O,E,nr,耂,zhě
，,O,S,x,UNK,UNK
肝,O,B,n,月,gān
郁,O,E,n,阝,yù
易,O,B,v,日,yì
于,O,E,v,二,yú
化,O,B,n,亻,huà
火,O,E,n,火,huǒ
，,O,S,x,UNK,UNK
症,O,B,n,疒,zhèng
见,O,E,n,见,jiàn
头,B-ZZ,B,n,大,tóu
痛,E-ZZ,E,n,疒,tòng
，,O,S,x,UNK,UNK
眩,B-ZZ,B,v,目,xuàn
晕,E-ZZ,E,v,日,yùn
，,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
面,B-ZZ,B,n,面,miàn
红,I-ZZ,M,n,纟,hóng
目,I-ZZ,E,n,目,mù
赤,E-ZZ,S,n,赤,chì
，,O,S,x,UNK,UNK
口,B-ZZ,B,n,口,kǒu
苦,E-ZZ,E,n,艹,kǔ
而,O,S,c,而,ér
干,S-ZH,S,n,干,gān
，,O,S,x,UNK,UNK
烦,B-ZZ,B,a,火,fán
躁,I-ZZ,E,a,足,zào
易,I-ZZ,B,nr,日,yì
怒,E-ZZ,E,nr,心,nù
，,O,S,x,UNK,UNK
舌,B-SX,S,n,舌,shé
红,I-SX,B,nr,纟,hóng
苔,I-SX,M,nr,艹,tái
黄,E-SX,E,nr,黄,huáng
，,O,S,x,UNK,UNK
脉,B-MX,B,n,月,mài
弦,I-MX,M,n,弓,xián
数,E-MX,E,n,攵,shù
。,O,S,x,UNK,UNK
素,O,B,n,糸,sù
体,O,E,n,亻,tǐ
阴,S-ZH,B,nr,阝,yīn
虚,S-ZH,M,nr,虍,xū
者,O,E,nr,耂,zhě
，,O,S,x,UNK,UNK
肝,O,B,n,月,gān
郁,O,E,n,阝,yù
易,O,B,v,日,yì
于,O,E,v,二,yú
化,O,S,n,亻,huà
