word,label,bound,flag,radical,pinyin
胃,O,B,n,月,wèi
痛,S-ZH,E,n,疒,tòng
。,O,S,x,UNK,UNK
胃,O,B,n,月,wèi
痛,S-ZH,E,n,疒,tòng
。,O,S,x,UNK,UNK
寒,O,S,ag,宀,hán
瘀,S-ZH,S,g,疒,yū
内,O,S,f,冂,nèi
凝,O,S,vg,冫,níng
之,O,S,u,丶,zhī
胃,O,B,n,月,wèi
脘,O,E,n,月,wǎn
痛,S-ZH,S,a,疒,tòng
。,O,S,x,UNK,UNK
胃,B-ZZ,B,n,月,wèi
脘,I-ZZ,E,n,月,wǎn
疼,I-ZZ,B,n,疒,téng
痛,E-ZZ,E,n,疒,tòng
3,O,B,m,UNK,UNK
0,O,E,m,UNK,UNK
余,O,B,m,人,yú
年,O,E,m,干,nián
，,O,S,x,UNK,UNK
加,O,B,v,力,jiā
剧,O,E,v,刂,jù
1,O,S,m,UNK,UNK
年,O,S,m,干,nián
。,O,S,x,UNK,UNK
自,O,B,d,自,zì
幼,O,E,d,幺,yòu
即,O,S,v,卩,jí
患,O,S,n,心,huàn
胃,B-ZZ,B,n,月,wèi
脘,I-ZZ,E,n,月,wǎn
疼,I-ZZ,B,n,疒,téng
痛,E-ZZ,E,n,疒,tòng
，,O,S,x,UNK,UNK
3,O,B,m,UNK,UNK
0,O,E,m,UNK,UNK
余,O,B,m,人,yú
年,O,E,m,干,nián
多,O,B,m,夕,duō
方,O,E,m,方,fāng
治,O,B,v,氵,zhì
疗,O,E,v,疒,liáo
，,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
时,O,S,ng,日,shí
轻,O,B,d,车,qīng
时,O,E,d,日,shí
重,O,S,a,里,zhòng
，,O,S,x,UNK,UNK
终,O,B,d,纟,zhōng
未,O,E,d,木,wèi
根,O,B,n,木,gēn
治,O,E,n,氵,zhì
。,O,S,x,UNK,UNK
近,O,B,t,辶,jìn
年,O,E,t,干,nián
余,O,S,m,人,yú
，,O,S,x,UNK,UNK
突,O,B,ad,穴,tū
然,O,E,ad,灬,rán
加,O,B,v,力,jiā
剧,O,E,v,刂,jù
，,O,S,x,UNK,UNK
发,O,B,vn,又,fā
作,O,E,vn,亻,zuò
时,O,S,n,日,shí
，,O,S,x,UNK,UNK
如,O,S,v,女,rú
刀,O,B,n,刀,dāo
割,O,E,n,刂,gē
锥,O,S,v,钅,zhuī
刺,O,S,v,刂,cì
，,O,S,x,UNK,UNK
难,O,B,l,隹,nán
以,O,M,l,人,yǐ
忍,O,M,l,心,rěn
受,O,E,l,又,shòu
，,O,S,x,UNK,UNK
痛,S-ZH,B,i,疒,tòng
不,O,M,i,一,bù
欲,O,M,i,欠,yù
生,O,E,i,生,shēng
，,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
即,O,B,d,卩,jí
往,O,E,d,彳,wǎng
西,O,B,ns,覀,xī
安,O,E,ns,宀,ān
