word,label,bound,flag,radical,pinyin
呕,B-ZZ,B,v,口,ǒu
吐,E-ZZ,E,v,口,tǔ
。,O,S,x,UNK,UNK
吐,O,S,v,口,tǔ
逆,O,S,vg,辶,nì
。,O,S,x,UNK,UNK
胃,O,S,n,月,wèi
阴,S-ZH,S,n,阝,yīn
不,O,B,a,一,bù
足,O,E,a,足,zú
。,O,S,x,UNK,UNK
临,O,B,i,丨,lín
床,O,M,i,广,chuáng
表,O,M,i,衣,biǎo
现,O,E,i,见,xiàn
呕,B-ZZ,B,v,口,ǒu
吐,E-ZZ,E,v,口,tǔ
反,O,B,v,又,fǎn
复,O,E,v,夂,fù
发,O,B,vn,又,fā
作,O,E,vn,亻,zuò
，,O,S,x,UNK,UNK
时,O,B,n,日,shí
作,O,E,n,亻,zuò
干,S-ZH,B,v,干,gān
呕,O,E,v,口,ǒu
，,O,S,x,UNK,UNK
口,B-ZZ,B,l,口,kǒu
干,I-ZZ,M,l,干,gān
咽,I-ZZ,M,l,口,yān
燥,E-ZZ,E,l,火,zào
，,O,S,x,UNK,UNK
似,O,B,i,亻,sì
饥,B-ZZ,M,i,饣,jī
不,I-ZZ,M,i,一,bù
欲,I-ZZ,M,i,欠,yù
食,E-ZZ,E,i,飠,shí
，,O,S,x,UNK,UNK
舌,B-SX,S,n,舌,shé
红,E-SX,S,a,纟,hóng
、,O,S,x,UNK,UNK
少,B-SX,B,ns,小,shǎo
津,E-SX,E,ns,氵,jīn
、,O,S,x,UNK,UNK
无,B-SX,S,v,一,wú
苔,E-SX,S,ng,艹,tái
，,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
脉,B-MX,B,n,月,mài
细,I-MX,M,n,纟,xì
数,E-MX,E,n,攵,shù
。,O,S,x,UNK,UNK
辨,O,B,v,辛,biàn
证,O,E,v,讠,zhèng
提,O,B,v,扌,tí
要,O,E,v,覀,yào
①,O,S,x,UNK,UNK
辨,O,B,v,辛,biàn
证,O,E,v,讠,zhèng
要,O,B,n,覀,yào
点,O,E,n,灬,diǎn
：,O,S,x,UNK,UNK
呕,B-ZZ,B,v,口,ǒu
吐,E-ZZ,E,v,口,tǔ
反,O,B,v,又,fǎn
复,O,E,v,夂,fù
发,O,B,vn,又,fā
作,O,E,vn,亻,zuò
.,O,S,m,UNK,UNK
时,O,B,n,日,shí
作,O,E,n,亻,zuò
干,S-ZH,B,v,干,gān
呕,O,E,v,口,ǒu
.,O,S,m,UNK,UNK
口,B-ZZ,B,l,口,kǒu
干,I-ZZ,M,l,干,gān
咽,I-ZZ,M,l,口,yān
燥,E-ZZ,E,l,火,zào
，,O,S,x,UNK,UNK
舌,B-SX,S,n,舌,shé
红,I-SX,S,a,纟,hóng
无,I-SX,S,v,一,wú
苔,E-SX,S,ng,艹,tái
。,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
②,O,S,x,UNK,UNK
辨,O,S,v,辛,biàn
病,O,B,n,疒,bìng
因,O,E,n,囗,yīn
：,O,S,x,UNK,UNK
胃,O,S,n,月,wèi
阴,S-ZH,S,n,阝,yīn
不,O,B,a,一,bù
足,O,E,a,足,zú
之,O,S,u,丶,zhī
呕,B-ZZ,B,v,口,ǒu
吐,E-ZZ,E,v,口,tǔ
有,O,S,v,月,yǒu
热,B-ZH,B,n,灬,rè
病,I-ZH,E,n,疒,bìng
后,I-ZH,B,t,口,hòu
期,E-ZH,E,t,月,qī
伤,O,S,v,亻,shāng
津,O,S,j,氵,jīn
，,O,S,x,UNK,UNK
或,O,S,c,戈,huò
肝,B-ZH,S,n,月,gān
郁,I-ZH,B,nr,阝,yù
化,I-ZH,M,nr,亻,huà
火,E-ZH,E,nr,火,huǒ
伤,O,B,i,亻,shāng
津,O,M,i,氵,jīn
之,O,M,i,丶,zhī
别,O,E,i,刂,bié
.,O,S,m,UNK,UNK
应,O,S,v,广,yīng
结,O,B,v,纟,jié
合,O,E,v,口,hé
病,O,B,n,疒,bìng
因,O,E,n,囗,yīn
明,O,B,v,日,míng
辨,O,E,v,辛,biàn
之,O,S,u,丶,zhī
。,O,S,x,UNK,UNK
③,O,S,x,UNK,UNK
若,O,S,c,艹,ruò
胃,O,B,n,月,wèi
阴,S-ZH,E,n,阝,yīn
大,O,B,n,大,dà
伤,O,E,n,亻,shāng
.,O,S,m,UNK,UNK
seg,seg,seg,seg,seg,seg
可,O,B,v,口,kě
见,O,E,v,见,jiàn
烦,B-FY,B,a,火,fán
渴,E-FY,E,a,氵,kě
喜,O,B,v,口,xǐ
饮,O,E,v,饣,yǐn
，,O,S,x,UNK,UNK
肌,O,B,n,月,jī
肤,O,E,n,月,fū
祜,O,S,g,礻,hù
燥,O,S,ag,火,zào
，,O,S,x,UNK,UNK
大,B-ZZ,B,d,大,dà
便,I-ZZ,E,d,亻,biàn
燥,I-ZZ,S,ag,火,zào
结,E-ZZ,S,n,纟,jié
，,O,S,x,UNK,UNK
舌,B-SX,S,n,舌,shé
红,I-SX,S,a,纟,hóng
无,I-SX,S,v,一,wú
苔,E-SX,S,ng,艹,tái
；,O,S,x,UNK,UNK
舌,O,S,n,舌,shé
有,O,S,v,月,yǒu
裂,O,B,n,衣,liè
纹,O,E,n,纟,wén
，,O,S,x,UNK,UNK
甚,O,B,d,甘,shèn
或,O,E,d,戈,huò
为,O,S,p,丶,wéi
镜,O,B,n,钅,jìng
面,O,E,n,面,miàn
舌,O,S,n,舌,shé
。,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
④,O,S,x,UNK,UNK
亦,O,S,d,亠,yì
有,O,S,v,月,yǒu
阴,B-ZH,B,ns,阝,yīn
阳,I-ZH,E,ns,阝,yáng
两,I-ZH,S,m,一,liǎng
虚,E-ZH,B,v,虍,xū
证,O,E,v,讠,zhèng
:,O,S,x,UNK,UNK
大,O,B,d,大,dà
便,O,E,d,亻,biàn
时,O,S,ng,日,shí
干,S-ZH,S,v,干,gān
时,O,S,ng,日,shí
溏,O,S,g,氵,táng
、,O,S,x,UNK,UNK
脘,O,S,g,月,wǎn
腹,O,S,ng,月,fù
冷,S-ZH,B,a,冫,lěng
痛,S-ZH,E,a,疒,tòng
、,O,S,x,UNK,UNK
饥,B-ZZ,B,i,饣,jī
不,I-ZZ,M,i,一,bù
欲,I-ZZ,M,i,欠,yù
食,E-ZZ,E,i,飠,shí
，,O,S,x,UNK,UNK
食,O,B,n,飠,shí
则,O,E,n,刂,zé
腹,B-ZZ,B,v,月,fù
胀,E-ZZ,E,v,月,zhàng
；,O,S,x,UNK,UNK
倦,B-ZZ,B,a,亻,juàn
怠,E-ZZ,E,a,心,dài
无,O,B,n,一,wú
力,O,E,n,力,lì
.,O,S,m,UNK,UNK
时,O,B,n,日,shí
作,O,E,n,亻,zuò
干,S-ZH,B,v,干,gān
呕,O,E,v,口,ǒu
，,O,S,x,UNK,UNK
舌,B-SX,S,n,舌,shé
红,E-SX,B,nr,纟,hóng
苔,B-SX,M,nr,艹,tái
薄,E-SX,E,nr,艹,báo
；,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
脉,B-MX,S,ng,月,mài
沉,I-MX,S,v,氵,chén
细,I-MX,B,n,纟,xì
数,E-MX,E,n,攵,shù
。,O,S,x,UNK,UNK
理,O,B,n,王,lǐ
法,O,E,n,氵,fǎ
概,O,B,v,木,gài
要,O,E,v,覀,yào
胃,O,S,n,月,wèi
阴,S-ZH,S,n,阝,yīn
不,O,B,a,一,bù
足,O,E,a,足,zú
，,O,S,x,UNK,UNK
失,O,B,v,大,shī
于,O,E,v,二,yú
润,O,B,v,氵,rùn
降,O,E,v,阝,jiàng
而,O,S,c,而,ér
呕,B-ZZ,B,v,口,ǒu
吐,E-ZZ,E,v,口,tǔ
。,O,S,x,UNK,UNK
治,O,B,v,氵,zhì
当,O,E,v,彐,dāng
滋,O,B,n,氵,zī
阴,S-ZH,E,n,阝,yīn
养,O,B,n,丷,yǎng
胃,O,E,n,月,wèi
.,O,S,m,UNK,UNK
降,O,S,v,阝,jiàng
逆,O,B,v,辶,nì
止,O,E,v,止,zhǐ
呕,O,S,v,口,ǒu
。,O,S,x,UNK,UNK
麦,B-FJ,B,nr,麦,mài
门,I-FJ,M,nr,门,mén
冬,I-FJ,M,nr,夂,dōng
汤,E-FJ,E,nr,氵,tāng
加,O,B,v,力,jiā
味,O,E,v,口,wèi
。,O,S,x,UNK,UNK
人,B-FY,B,n,人,rén
参,E-FY,E,n,厶,cān
:,O,S,x,UNK,UNK
6,O,S,m,UNK,UNK
克,O,S,nr,十,kè
;,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
寸,B-FY,S,m,寸,cùn
冬,E-FY,S,t,夂,dōng
:,O,S,x,UNK,UNK
1,O,B,m,UNK,UNK
5,O,E,m,UNK,UNK
克,O,S,nr,十,kè
;,O,S,x,UNK,UNK
甘,B-FY,B,n,甘,gān
草,E-FY,E,n,艹,cǎo
:,O,S,x,UNK,UNK
6,O,S,m,UNK,UNK
克,O,S,nr,十,kè
;,O,S,x,UNK,UNK
半,B-FY,B,n,十,bàn
夏,E-FY,E,n,夂,xià
:,O,S,x,UNK,UNK
6,O,S,m,UNK,UNK
克,O,S,nr,十,kè
;,O,S,x,UNK,UNK
粳,B-FY,B,n,米,jīng
米,E-FY,E,n,米,mǐ
:,O,S,x,UNK,UNK
1,O,B,m,UNK,UNK
5,O,E,m,UNK,UNK
克,O,S,nr,十,kè
;,O,S,x,UNK,UNK
大,B-FY,B,n,大,dà
枣,E-FY,E,n,木,zǎo
:,O,S,x,UNK,UNK
5,O,S,m,UNK,UNK
枚,O,S,m,木,méi
;,O,S,x,UNK,UNK
T,O,B,eng,UNK,UNK
R,O,M,eng,UNK,UNK
U,O,M,eng,UNK,UNK
E,O,E,eng,UNK,UNK
。,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
