word,label,bound,flag,radical,pinyin
肠,O,B,n,月,cháng
道,O,E,n,辶,dào
病,O,B,v,疒,bìng
变,O,E,v,又,biàn
。,O,S,x,UNK,UNK
肠,O,B,n,月,cháng
道,O,E,n,辶,dào
病,O,B,v,疒,bìng
变,O,E,v,又,biàn
。,O,S,x,UNK,UNK
证,O,B,n,讠,zhèng
属,O,E,n,尸,shǔ
腹,B-ZZ,B,n,月,fù
痛,E-ZZ,E,n,疒,tòng
，,O,S,x,UNK,UNK
系,O,S,v,糸,xì
由,O,S,p,田,yóu
脾,O,B,n,月,pí
虚,S-ZH,E,n,虍,xū
失,O,B,v,大,shī
运,O,E,v,辶,yùn
，,O,S,x,UNK,UNK
痰,B-ZH,S,n,疒,tán
湿,I-ZH,S,a,氵,shī
内,E-ZH,B,n,冂,nèi
生,O,E,n,生,shēng
，,O,S,x,UNK,UNK
气,B-ZH,B,n,气,qì
滞,I-ZH,E,n,氵,zhì
血,I-ZH,B,n,血,xiě
瘀,E-ZH,E,n,疒,yū
，,O,S,x,UNK,UNK
痰,B-ZH,S,n,疒,tán
瘀,I-ZH,S,g,疒,yū
互,E-ZH,B,v,二,hù
结,O,E,v,纟,jié
，,O,S,x,UNK,UNK
息,O,B,n,心,xī
肉,O,E,n,肉,ròu
乃,O,B,v,丿,nǎi
生,O,E,v,生,shēng
，,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
气,O,B,n,气,qì
机,O,E,n,木,jī
受,O,B,v,又,shòu
阻,O,E,v,阝,zǔ
而,O,S,c,而,ér
成,O,S,v,戈,chéng
腹,B-ZZ,B,n,月,fù
痛,E-ZZ,E,n,疒,tòng
。,O,S,x,UNK,UNK
患,O,B,n,心,huàn
者,O,E,n,耂,zhě
习,O,B,n,乙,xí
惯,O,M,n,忄,guàn
性,O,E,n,忄,xìng
便,B-ZZ,B,a,亻,biàn
秘,E-ZZ,E,a,禾,mì
1,O,B,m,UNK,UNK
0,O,E,m,UNK,UNK
余,O,B,m,人,yú
年,O,E,m,干,nián
，,O,S,x,UNK,UNK
反,O,B,v,又,fǎn
复,O,E,v,夂,fù
发,O,B,vn,又,fā
作,O,E,vn,亻,zuò
性,O,S,n,忄,xìng
地,O,S,uv,土,dì
腹,O,B,n,月,fù
部,O,E,n,阝,bù
隐,O,B,a,阝,yǐn
痛,S-ZH,E,a,疒,tòng
，,O,S,x,UNK,UNK
偶,O,S,d,亻,ǒu
有,O,S,v,月,yǒu
便,B-ZZ,B,v,亻,biàn
血,E-ZZ,E,v,血,xiě
，,O,S,x,UNK,UNK
阶,O,B,n,阝,jiē
段,O,M,n,殳,duàn
性,O,E,n,忄,xìng
出,O,B,v,凵,chū
现,O,E,v,见,xiàn
黏,O,B,n,黍,nián
液,O,E,n,氵,yè
便,O,S,d,亻,biàn
，,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
口,B-ZZ,B,n,口,kǒu
臭,E-ZZ,E,n,自,chòu
明,O,B,a,日,míng
显,O,E,a,日,xiǎn
。,O,S,x,UNK,UNK
1,O,B,m,UNK,UNK
9,O,M,m,UNK,UNK
9,O,M,m,UNK,UNK
4,O,E,m,UNK,UNK
年,O,S,m,干,nián
3,O,S,m,UNK,UNK
月,O,S,m,月,yuè
被,O,S,p,衤,bèi
收,O,B,n,攵,shōu
人,O,E,n,人,rén
市,O,B,s,巾,shì
内,O,E,s,冂,nèi
某,O,S,r,木,mǒu
医,O,B,n,匚,yī
院,O,E,n,阝,yuàn
