word,label,bound,flag,radical,pinyin
胃,O,B,n,月,wèi
痛,S-ZH,E,n,疒,tòng
。,O,S,x,UNK,UNK
胃,O,B,n,月,wèi
痛,S-ZH,E,n,疒,tòng
。,O,S,x,UNK,UNK
肝,B-ZH,B,n,月,gān
胃,I-ZH,E,n,月,wèi
气,E-ZH,B,n,气,qì
痛,S-ZH,E,n,疒,tòng
，,O,S,x,UNK,UNK
郁,O,B,a,阝,yù
热,S-ZH,E,a,灬,rè
伤,O,B,n,亻,shāng
阴,S-ZH,E,n,阝,yīn
。,O,S,x,UNK,UNK
患,O,S,zg,心,huàn
十,O,B,l,十,shí
二,O,M,l,二,èr
指,O,M,l,扌,zhǐ
肠,O,E,l,月,cháng
球,O,B,n,王,qiú
部,O,E,n,阝,bù
溃,O,B,n,氵,kuì
疡,O,E,n,疒,yáng
及,O,S,c,又,jí
胃,O,B,n,月,wèi
溃,O,M,n,氵,kuì
疡,O,E,n,疒,yáng
已,O,S,d,己,yǐ
1,O,B,m,UNK,UNK
0,O,E,m,UNK,UNK
多,O,B,m,夕,duō
年,O,E,m,干,nián
，,O,S,x,UNK,UNK
经,O,B,d,纟,jīng
常,O,E,d,巾,cháng
胃,O,B,n,月,wèi
脘,O,E,n,月,wǎn
作,O,B,n,亻,zuò
痛,S-ZH,E,n,疒,tòng
，,O,S,x,UNK,UNK
喜,B-ZZ,B,n,口,xǐ
按,E-ZZ,E,n,扌,àn
，,O,S,x,UNK,UNK
胃,O,S,n,月,wèi
呆,O,S,v,口,dāi
纳,B-ZZ,B,nr,纟,nà
少,E-ZZ,E,nr,小,shǎo
，,O,S,x,UNK,UNK
seg,seg,seg,seg,seg,seg
口,B-ZZ,S,q,口,kǒu
干,E-ZZ,S,v,干,gān
唇,O,S,ng,口,chún
燥,O,S,ag,火,zào
，,O,S,x,UNK,UNK
右,O,B,n,口,yòu
胁,O,E,n,月,xié
及,O,S,c,又,jí
腰,O,B,n,月,yāo
部,O,E,n,阝,bù
隐,O,B,a,阝,yǐn
痛,S-ZH,E,a,疒,tòng
，,O,S,x,UNK,UNK
大,B-ZZ,B,d,大,dà
便,I-ZZ,E,d,亻,biàn
干,E-ZZ,B,z,干,gān
黑,O,E,z,黑,hēi
(,O,S,x,UNK,UNK
有,O,S,v,月,yǒu
隐,O,B,v,阝,yǐn
血,O,E,v,血,xiě
）,O,S,x,UNK,UNK
，,O,S,x,UNK,UNK
小,B-ZZ,B,nr,小,xiǎo
便,I-ZZ,E,nr,亻,biàn
黄,E-ZZ,S,a,黄,huáng
，,O,S,x,UNK,UNK
面,B-ZZ,B,n,面,miàn
色,I-ZZ,E,n,色,sè
萎,I-ZZ,B,v,艹,wěi
黄,E-ZZ,E,v,黄,huáng
，,O,S,x,UNK,UNK
无,O,B,nz,一,wú
华,O,E,nz,十,huá
，,O,S,x,UNK,UNK
消,B-ZZ,B,a,氵,xiāo
