ZF,13,17
ZH,13,16
MX,573,576
MX,705,708
FY,1240,1242
FY,973,975
FY,974,976
FY,449,451
FY,840,842
FY,1012,1014
FY,1253,1255
FY,1417,1419
FY,1620,1622
FY,1239,1241
FY,1713,1715
FY,826,828
FY,1004,1006
FY,1232,1234
FY,957,959
FY,1185,1187
FY,1202,1204
FY,401,403
FY,780,782
FY,968,970
FY,1196,1198
FY,1382,1384
FY,1584,1586
FY,400,402
FY,779,781
FY,967,969
FY,1195,1197
FY,1381,1383
FY,1583,1585
FY,1613,1615
SX,1487,1489
ZZ,914,916
ZZ,561,563
ZZ,912,914
ZZ,549,551
ZZ,559,561
FY,436,437
FY,396,397
FY,793,794
FY,963,964
FY,1191,1192
FY,1377,1378
FY,1579,1580
FY,821,822
FY,999,1000
FY,1227,1228
FY,1406,1407
FY,1602,1603
FY,775,776
FY,1247,1248
