ZF,426,430
ZF,550,554
ZF,1300,1304
SX,447,451
ZZ,447,451
FY,467,470
FY,981,984
FJ,428,431
FJ,552,555
FJ,1302,1305
FJ,468,471
FJ,833,836
FJ,982,985
FJ,1141,1144
ZH,15,18
ZH,447,450
ZH,10,13
ZH,819,822
MX,742,745
SX,810,813
FY,913,915
FY,594,596
FY,905,907
FY,621,623
FY,920,922
FY,1023,1025
FY,607,609
FY,563,565
FY,876,878
FY,1181,1183
FY,628,630
FY,892,894
FY,1054,1056
FY,1210,1212
FY,468,470
FY,833,835
FY,982,984
FY,1141,1143
FY,627,629
FY,891,893
FY,1053,1055
ZH,12,14
ZH,826,828
ZF,483,485
MX,742,744
SX,738,740
SX,808,810
SX,810,812
SX,971,973
ZZ,227,229
ZZ,15,17
ZZ,1122,1124
ZZ,397,399
ZZ,699,701
ZZ,1120,1122
FY,636,637
FY,931,932
FY,1072,1073
FY,1229,1230
FY,858,859
FY,1005,1006
FY,1157,1158
FY,614,615
FY,589,590
FY,913,914
FY,926,927
FY,1067,1068
FY,1224,1225
FY,1180,1181
